#Wavelength[um] Fp[W/m2/m] Fp/Fstar[ppm] Fstar[W/m2/m]
3.171634501196730627e-01 2.139715017517996979e+10 7.179111691761360881e+00 5.922928453829214844e+13
3.184321039201517545e-01 1.415285681931942368e+10 5.549434322226542093e+00 5.068117313552663281e+13
3.197058323358323295e-01 1.261682717235395622e+10 4.879797264755867836e+00 5.138065504431763281e+13
3.209846556651756444e-01 1.750047639715697479e+10 6.723506037159177495e+00 5.172557580988085938e+13
3.222685942878363852e-01 1.880088662273284912e+10 7.394060253052593623e+00 5.052968689011702344e+13
3.235576686649877520e-01 1.422778108911485863e+10 6.127141725441445530e+00 4.614562264856420312e+13
3.248518993396476984e-01 2.412217675459081268e+10 8.155057341376384272e+00 5.878151000934850000e+13
3.261513069370062801e-01 2.854764472485982132e+10 8.199547347913664908e+00 6.918814186306706250e+13
3.274559121647543369e-01 2.916763542917261887e+10 9.101870629689276626e+00 6.368275255603717969e+13
3.287657358134133401e-01 3.013006763739166260e+10 9.278385433854634101e+00 6.453256966537650781e+13
3.300807987566670154e-01 1.981876166010862732e+10 5.616324942897301220e+00 7.012543205561366406e+13
3.314011219516936890e-01 2.987314306331875610e+10 9.419541723580902470e+00 6.302348382085864062e+13
3.327267264395004642e-01 3.351243702714659882e+10 1.031906579159998039e+01 6.453820636927374219e+13
3.340576333452584534e-01 3.425196892381275558e+10 1.099490678593608450e+01 6.190778297421065625e+13
3.353938638786395088e-01 3.286311784416468811e+10 1.088015649224815640e+01 6.002399317981053906e+13
3.367354393341540630e-01 2.572746410147479248e+10 1.114512463476911286e+01 4.587365174781618750e+13
3.380823810914907468e-01 3.245849779168333817e+10 1.124234080615071640e+01 5.737503080919451562e+13
3.394347106158566718e-01 3.153322786543404388e+10 1.086424165238759088e+01 5.767933890086797656e+13
3.407924494583201014e-01 2.878437641294247055e+10 1.013927494054930634e+01 5.641585670308164844e+13
3.421556192561533982e-01 2.375999416898511887e+10 8.768484878064278121e+00 5.384842860365160938e+13
3.435242417331779707e-01 1.199717631285647011e+10 3.817907694141457586e+00 6.244603657444143750e+13
3.448983387001106626e-01 1.330793748225036621e+10 4.543891035641095755e+00 5.820149034691051562e+13
3.462779320549111417e-01 1.526445012396165466e+10 4.895205850100254885e+00 6.196714206970989062e+13
3.476630437831307319e-01 1.201982136118899918e+10 3.775046814967977227e+00 6.327423940634265625e+13
3.490536959582632992e-01 1.178038993546294975e+10 3.651214456871382463e+00 6.411705785136725781e+13
3.504499107420963600e-01 2.796879415835102844e+10 7.872191631480034424e+00 7.060400663492178125e+13
3.518517103850647421e-01 2.430137571698147964e+10 7.670900481981240304e+00 6.295580382707775000e+13
3.532591172266050239e-01 2.885151744625852203e+10 9.163295867963938690e+00 6.257029640254154688e+13
3.546721536955114717e-01 4.244486189382448578e+10 1.146434924234040054e+01 7.357444234961365625e+13
3.560908423102934761e-01 2.349346770257308197e+10 7.539809668740182325e+00 6.192100601939478906e+13
3.575152056795346533e-01 1.438988308023492050e+10 5.223277558188150316e+00 5.474764252597722656e+13
3.589452665022527800e-01 2.113801889835445786e+10 7.879174626046438590e+00 5.331320823676047656e+13
3.603810475682617254e-01 3.098796387759717941e+10 9.215956469494782866e+00 6.681960257088400000e+13
3.618225717585348278e-01 2.418203023098653030e+10 8.085058640866092716e+00 5.943754286620764062e+13
3.632698620455689364e-01 2.675293949367805481e+10 8.094549914233377663e+00 6.567953415387743750e+13
3.647229414937512293e-01 2.628160453222564316e+10 7.727863051149217455e+00 6.758397333104382031e+13
3.661818332597261971e-01 3.525280933750489044e+10 9.409236214840641210e+00 7.445444362240000000e+13
3.676465605927651259e-01 1.658374963371713257e+10 4.975249642449933951e+00 6.623981598566463281e+13
3.691171468351361895e-01 1.925297529613235092e+10 5.607146377526736281e+00 6.823500406556054688e+13
3.705936154224767076e-01 1.036742333730574036e+10 3.135707399414213281e+00 6.570320632878288281e+13
3.720759898841666247e-01 6.251673954936447144e+09 1.814570377869571871e+00 6.846581229131214844e+13
3.735642938437032656e-01 6.158997524176151276e+09 2.076292767758894264e+00 5.894849208415132031e+13
3.750585510190780902e-01 8.309482806795222282e+09 2.687302629979091861e+00 6.144813104973097656e+13
3.765587852231543908e-01 1.549039087676717377e+10 4.833165182701252505e+00 6.369157673878814844e+13
3.780650203640470441e-01 3.236582179716519165e+10 7.100438686536771016e+00 9.058425543665890625e+13
3.795772804455032068e-01 2.054696021755567169e+10 6.053435290381121270e+00 6.745232714795560156e+13
3.810955895672852312e-01 2.445754648279957199e+10 5.931736930099519078e+00 8.193741669666085938e+13
3.826199719255543585e-01 9.234610727588447571e+09 3.319933077830140800e+00 5.527649860135507812e+13
3.841504518132565771e-01 1.376333116663746834e+10 4.725256450691531107e+00 5.788278756475393750e+13
3.856870536205096456e-01 7.202690785536677361e+09 2.029641966293476152e+00 7.052232122732017188e+13
3.872298018349916715e-01 1.076378041862849998e+10 3.143589987685251774e+00 6.804405620003432812e+13
3.887787210423316320e-01 8.109330735297117233e+09 2.413421830551478742e+00 6.677333049996567969e+13
3.903338359265008939e-01 1.262824440192546844e+10 3.197537599194314684e+00 7.848353941318881250e+13
3.918951712702069545e-01 1.277720286374618530e+10 3.207053209109544500e+00 7.917369004837346875e+13
3.934627519552877928e-01 9.028912098308639526e+09 4.599251593393701043e+00 3.901211712078182031e+13
3.950366029631089404e-01 3.151154752386253357e+10 7.980279421424027575e+00 7.846986323985332812e+13
3.966167493749613859e-01 2.215947626807879257e+10 8.654613469646106338e+00 5.088187156646390625e+13
3.982032163724612550e-01 3.805604035521344757e+10 8.704873905349801433e+00 8.687851247192767188e+13
3.997960292379510450e-01 4.537974031057022858e+10 8.697907218325843459e+00 1.036808377095986719e+14
4.013952133549028578e-01 4.455291361760105133e+10 8.393069057560591517e+00 1.054888544635905938e+14
4.030007942083224659e-01 4.147439129877547455e+10 8.216831337100853005e+00 1.003059995907780469e+14
4.046127973851557647e-01 2.956038371781960297e+10 5.597962778755284141e+00 1.049376472011180312e+14
4.062312485746963908e-01 3.418530899546134186e+10 6.715750081856343812e+00 1.011570709470390469e+14
4.078561735689951728e-01 3.332275682740788269e+10 6.695045166922208857e+00 9.890965215495239062e+13
4.094875982632711353e-01 3.169517316342090225e+10 6.021953327835295688e+00 1.045940562135149375e+14
4.111255486563242245e-01 3.061037171807784653e+10 5.842389771300964263e+00 1.041188441225558750e+14
4.127700508509495880e-01 2.730132414663534164e+10 5.218122095651916759e+00 1.039730386552332344e+14
4.144211310543532978e-01 2.442777725606117630e+10 4.477969705842972381e+00 1.084061852135709844e+14
4.160788155785707931e-01 2.026122458894014359e+10 3.747111589543023591e+00 1.074534405864072031e+14
4.177431308408850463e-01 1.562786084590441132e+10 2.949574318985655808e+00 1.052910493776561562e+14
4.194141033642486138e-01 1.159645098075604820e+10 2.276345690725199322e+00 1.012367379386419375e+14
4.210917597777056320e-01 5.889199625671627045e+09 1.128465046135218808e+00 1.037097115252815000e+14
4.227761268168164221e-01 2.701445021398600578e+09 5.250499478481737148e-01 1.022461056626715781e+14
4.244672313240837602e-01 6.125480515532924652e+09 1.239596114095176782e+00 9.819993912024532812e+13
4.261651002493800910e-01 9.304145401115871429e+09 1.814006218308090723e+00 1.019269383476032500e+14
4.278697606503775730e-01 1.229534123714508057e+10 2.654720851770778989e+00 9.203923223501467188e+13
4.295812396929790666e-01 1.386962358328030205e+10 3.355960410531574123e+00 8.212948652789156250e+13
4.312995646517510107e-01 1.521668341725431824e+10 3.521532323430689893e+00 8.586962930911106250e+13
4.330247629103580187e-01 1.904461037956355286e+10 3.863530062316511859e+00 9.795780796734562500e+13
4.347568619619994745e-01 1.846204814797021484e+10 4.077893084561460491e+00 8.996949981751934375e+13
4.364958894098474596e-01 1.769642323090971756e+10 3.227048357903133269e+00 1.089761058814756719e+14
4.382418729674867897e-01 1.774713014633441544e+10 3.570721165248639917e+00 9.876963714189459375e+13
4.399948404593567730e-01 2.211436902592094421e+10 4.300959482542085155e+00 1.021787212135023750e+14
4.417548198211941890e-01 2.357580512265663910e+10 4.348020865109373467e+00 1.077522072944500312e+14
4.435218391004789873e-01 2.086729595052424240e+10 3.768312104088578529e+00 1.100450652027036406e+14
4.452959264568808750e-01 2.202114805735410309e+10 4.139793041317727962e+00 1.057091519206460469e+14
4.470771101627084021e-01 1.840400695615567398e+10 3.311717511964523908e+00 1.104359232104939375e+14
4.488654186033592119e-01 2.160296716774414825e+10 3.857907568458256886e+00 1.112789064997122969e+14
4.506608802777726241e-01 2.142594332731437683e+10 3.557801182720914390e+00 1.196766816168823125e+14
4.524635237988837710e-01 2.146994515026301193e+10 3.821727422962093002e+00 1.116406838853850156e+14
4.542733778940792333e-01 2.182067662909366989e+10 3.885773179634632868e+00 1.115943042553970156e+14
4.560904714056555065e-01 1.937389703163434982e+10 3.292326661008812660e+00 1.169406033530548750e+14
4.579148332912781894e-01 2.339746819076792145e+10 4.138985023861447843e+00 1.123378925914650938e+14
4.597464926244433370e-01 1.693699777323187637e+10 3.036123802128583016e+00 1.108583003471287188e+14
4.615854785949410899e-01 2.013205623137251663e+10 3.499829455287658764e+00 1.143121820174666562e+14
4.634318205093208576e-01 1.465130405759613037e+10 2.506453987254259275e+00 1.161629966259562500e+14
4.652855477913582227e-01 1.754306357924502563e+10 3.013496796856582449e+00 1.156873745309067344e+14
4.671466899825236219e-01 1.685388850303507614e+10 2.948880403798820993e+00 1.135780005434667188e+14
4.690152767424536906e-01 1.631958544368297005e+10 2.797267228366897118e+00 1.159381662492628438e+14
4.708913378494234969e-01 1.945232095923432922e+10 3.453224928931130755e+00 1.119432267423772969e+14
4.727749032008212171e-01 1.631232097650959778e+10 2.835581867350774665e+00 1.143206881056840469e+14
4.746660028136244769e-01 1.911113007440679932e+10 3.281268643508672422e+00 1.157432950581071250e+14
4.765646668248789131e-01 1.283007170442249680e+10 2.242718201316352022e+00 1.136856470084171719e+14
4.784709254921784560e-01 9.915415847720474243e+09 1.716572487905425604e+00 1.147889404765204375e+14
4.803848091941470555e-01 1.231914940885197830e+10 2.128030866234468022e+00 1.150413743602119844e+14
4.823063484309236815e-01 1.075980197848668098e+10 1.877136276760245082e+00 1.139094455281945938e+14
4.842355738246474361e-01 1.388832833800109291e+10 2.498309029413865900e+00 1.104727282530477188e+14
4.861725161199459966e-01 1.186975394067637634e+10 2.508366965673140658e+00 9.403767985099467188e+13
4.881172061844257226e-01 1.572496303188880920e+10 2.976980491796410444e+00 1.049699296953103594e+14
4.900696750091634302e-01 1.332520497357003784e+10 2.382360994984106028e+00 1.111520789856557812e+14
4.920299537092001074e-01 1.538961442652379417e+10 2.871023706800086117e+00 1.065227138768366875e+14
4.939980735240369625e-01 1.912983937373388672e+10 3.444998373293036487e+00 1.103503116877424375e+14
4.959740658181330253e-01 1.461447138240758324e+10 2.615689724370438007e+00 1.110319959271667031e+14
4.979579620814056362e-01 1.589252897595462799e+10 2.951891254953635357e+00 1.069901803073861719e+14
4.999497939297311566e-01 1.749171452235993958e+10 3.239951070278550560e+00 1.072865280478222500e+14
5.019495931054501758e-01 1.298979544124933243e+10 2.487925191071374442e+00 1.037567253109800938e+14
5.039573914778719965e-01 1.648132232602986526e+10 3.038351886195830964e+00 1.077966450969334844e+14
5.059732210437835054e-01 1.341094721553307533e+10 2.447602133700670812e+00 1.088854604435260781e+14
5.079971139279585435e-01 1.386287436186460114e+10 2.624412012748575496e+00 1.049717729031002188e+14
5.100291023836703852e-01 1.437467654788747787e+10 2.652900443055903779e+00 1.076783496978625469e+14
5.120692187932051054e-01 1.267893160964851952e+10 2.394154889555212939e+00 1.052402031053000781e+14
5.141174956683780550e-01 1.371595663913761902e+10 2.620095172422669982e+00 1.040304072125439844e+14
5.161739656510514473e-01 1.971669539773850250e+10 3.892788757561489454e+00 1.006524966026092969e+14
5.182386615136556074e-01 1.338713355366540909e+10 2.747590205784101069e+00 9.682486460692107812e+13
5.203116161597103329e-01 1.499872049267269516e+10 2.966505560118592122e+00 1.004755303363952969e+14
5.223928626243490303e-01 1.858382770180823517e+10 3.590798544464067987e+00 1.028478912997575781e+14
5.244824340748465152e-01 1.516194450083293915e+10 2.870981044489326450e+00 1.049484042362605625e+14
5.265803638111459239e-01 1.685713484733712006e+10 3.535234753434937094e+00 9.475819182083514062e+13
5.286866852663905103e-01 1.158861380124725342e+10 2.222407950065494742e+00 1.036236701003297500e+14
5.308014320074561088e-01 1.345750644257315445e+10 2.574063032408823837e+00 1.038954864480965156e+14
5.329246377354859288e-01 1.771386864685081482e+10 3.571280456815478566e+00 9.856908490599003125e+13
5.350563362864277916e-01 1.405980629841418839e+10 2.676906671891906342e+00 1.043752116731197031e+14
5.371965616315735881e-01 1.805486121828786087e+10 3.511063958511194016e+00 1.021895944592106250e+14
5.393453478780998456e-01 1.907926706521183395e+10 3.722769213914861819e+00 1.018466703540162969e+14
5.415027292696121819e-01 1.951220069438721085e+10 3.974208625406976836e+00 9.756787687537935938e+13
5.436687401866906466e-01 2.084606223689426422e+10 4.079550524071868800e+00 1.015460362577891406e+14
5.458434151474373941e-01 1.690059887152086639e+10 3.313576055345065274e+00 1.013576219875559688e+14
5.480267888080271321e-01 1.097391782354926491e+10 2.148677651889550955e+00 1.014943108010196094e+14
5.502188959632591247e-01 1.724172119870379639e+10 3.389965774384664510e+00 1.010733281931772188e+14
5.524197715471121928e-01 1.222923772755325508e+10 2.409332949617952302e+00 1.008680974547145781e+14
5.546294506333006025e-01 1.347021148465069580e+10 2.609815650814212518e+00 1.025689347223792969e+14
5.568479684358338400e-01 1.434574271247352600e+10 2.866569489823211914e+00 9.945161163386243750e+13
5.590753603095770519e-01 1.412086500663146210e+10 2.897753600339006308e+00 9.683918128139398438e+13
5.613116617508153716e-01 1.381490459826428986e+10 2.760052983471406485e+00 9.946762147441753125e+13
5.635569083978186899e-01 1.308964879390706062e+10 2.602295849343196021e+00 9.995915751771750000e+13
5.658111360314097560e-01 1.435338065217453575e+10 2.923216675613357740e+00 9.757632491801304688e+13
5.680743805755354980e-01 1.412165450945404625e+10 2.831103194520872446e+00 9.912453071476428125e+13
5.703466780978375672e-01 1.539599605959720039e+10 3.149794522627149984e+00 9.713524272623284375e+13
5.726280648102289872e-01 1.585098932156794930e+10 3.136125783224143593e+00 1.004417249086579844e+14
5.749185770694699160e-01 1.329230715295586205e+10 2.679983513503818138e+00 9.856426955162850000e+13
5.772182513777477375e-01 1.497625200018556595e+10 3.015479786936432482e+00 9.869564268009739062e+13
5.795271243832587071e-01 1.593452957201414299e+10 3.240935022944465338e+00 9.770576387011065625e+13
5.818452328807918184e-01 1.661303557116357231e+10 3.353471498801337880e+00 9.844771426918223438e+13
5.841726138123150003e-01 1.570141099525554276e+10 3.179921186113434217e+00 9.812362576253612500e+13
5.865093042675643131e-01 1.427049162313870049e+10 2.966608916305481181e+00 9.559383816130279688e+13
5.888553414846344758e-01 1.371662228334550285e+10 2.956669767519048531e+00 9.219250614116260938e+13
5.912107628505729462e-01 1.285287166140685844e+10 2.667531402445835198e+00 9.575068559178593750e+13
5.935756059019753339e-01 1.542910248868523598e+10 3.222661416472497820e+00 9.514308873834382812e+13
5.959499083255832552e-01 1.638755326199687767e+10 3.426771439493585092e+00 9.503426922907670312e+13
5.983337079588855190e-01 1.799545801335930252e+10 3.807330966462472599e+00 9.392766701436335938e+13
6.007270427907210886e-01 1.954581828941795731e+10 4.174946635932007766e+00 9.303667698212529688e+13
6.031299509618840426e-01 2.116125028076567078e+10 4.540988427847207909e+00 9.260665350262125000e+13
6.055424707657315331e-01 2.304303730531551743e+10 4.926644945746025961e+00 9.294792957294059375e+13
6.079646406487945187e-01 2.387923760233442307e+10 5.123697142609842103e+00 9.261647928314167188e+13
6.103964992113897203e-01 2.259578086443808365e+10 4.952488846573845471e+00 9.066822423864590625e+13
6.128380852082353503e-01 2.598970230914248657e+10 5.799348680366298581e+00 8.905808367542867188e+13
6.152894375490681744e-01 2.249260345019618988e+10 5.085142789337387725e+00 8.789978974143995312e+13
6.177505952992645710e-01 2.139954792851691055e+10 4.787705384699045830e+00 8.882361469010384375e+13
6.202215976804615893e-01 2.102292462186256027e+10 4.660099443229121619e+00 8.964977640547209375e+13
6.227024840711834486e-01 1.997851042168370438e+10 4.528204790598302942e+00 8.767752999657898438e+13
6.251932940074681477e-01 2.246148950211091995e+10 5.194270784302862154e+00 8.593403970664660938e+13
6.276940671834980723e-01 2.480292795401272202e+10 5.669262282939042663e+00 8.694160714534746875e+13
6.302048434522321552e-01 2.665267922118408203e+10 6.090954891688742379e+00 8.695744105996520312e+13
6.327256628260409244e-01 2.927710507868669891e+10 6.795314171212510246e+00 8.561894120396414062e+13
6.352565654773452142e-01 2.982313829095392227e+10 6.890279710914342104e+00 8.601372415755793750e+13
6.377975917392545435e-01 2.885873230781797409e+10 6.651897983607657494e+00 8.621501965629798438e+13
6.403487821062116003e-01 3.305971471885072327e+10 7.763472472659645796e+00 8.462415518356081250e+13
6.429101772346363930e-01 3.539872867845078278e+10 8.386339878222027977e+00 8.388155396766137500e+13
6.454818179435749537e-01 3.604774329529420471e+10 8.550540190337381219e+00 8.377911935118690625e+13
6.480637452153492628e-01 3.595773620655342865e+10 8.514125189002188066e+00 8.392736194410245312e+13
6.506560001962106154e-01 3.731450261822863770e+10 9.048006701366778870e+00 8.195510394172050000e+13
6.532586241969955410e-01 3.739351329702676392e+10 8.965425573442278306e+00 8.288513008183114062e+13
6.558716586937833881e-01 3.675687698096331787e+10 1.012607035345733841e+01 7.213548004680479688e+13
6.584951453285585732e-01 3.725879051824974060e+10 9.243720420690642925e+00 8.010012856753804688e+13
6.611291259098727169e-01 3.738666528093462372e+10 9.078958467351172956e+00 8.183365754513007812e+13
6.637736424135122215e-01 3.780219388748721313e+10 9.301251851009972427e+00 8.076568172785050000e+13
6.664287369831662922e-01 3.752901644083987427e+10 9.216484572278655918e+00 8.091949132652435938e+13
6.690944519310989547e-01 3.788673476200421906e+10 9.394763173304694348e+00 8.014060242903885938e+13
6.717708297388232941e-01 3.849584441830505371e+10 9.779736620757152110e+00 7.822362779616162500e+13
6.744579130577786907e-01 3.984988986050675964e+10 1.000326692711945853e+01 7.916560400980335938e+13
6.771557447100098326e-01 4.237810302399231720e+10 1.070725789211719281e+01 7.865285856101300000e+13
6.798643676888498355e-01 4.270469482089749146e+10 1.090032716271729107e+01 7.785515102381275000e+13
6.825838251596052508e-01 4.358963965288982391e+10 1.115416621589378288e+01 7.766000761569279688e+13
6.853141604602436265e-01 4.409972247039472961e+10 1.146977974222024521e+01 7.640680507653118750e+13
6.880554171020846210e-01 4.445419770892009735e+10 1.149678972126096177e+01 7.684001668787057812e+13
6.908076387704928933e-01 4.486042436432690430e+10 1.170190926850075641e+01 7.618297234017637500e+13
6.935708693255748791e-01 4.800092003329595184e+10 1.263775383118091789e+01 7.547983323023926562e+13
6.963451528028771209e-01 5.014784946411612701e+10 1.324209799616834005e+01 7.525697852416073438e+13
6.991305334140887062e-01 5.131950277066432953e+10 1.375617454370149417e+01 7.413717345087550000e+13
7.019270555477450380e-01 5.375450262043330383e+10 1.462810840601819429e+01 7.302607175537070312e+13
7.047347637699360456e-01 5.536397109991155243e+10 1.495639191719014249e+01 7.356168325601951562e+13
7.075537028250157290e-01 5.392645739984333801e+10 1.474261686290580009e+01 7.269065360894909375e+13
7.103839176363159202e-01 5.323808052407692719e+10 1.463839194392241616e+01 7.227369846608870312e+13
7.132254533068611568e-01 5.250397061517034912e+10 1.458401864618108235e+01 7.154284380120798438e+13
7.160783551200886610e-01 5.571928395703198242e+10 1.563011309425199613e+01 7.084262875899207812e+13
7.189426685405689854e-01 5.937486746157511139e+10 1.688014553185848854e+01 6.990008897265984375e+13
7.218184392147313222e-01 6.140285464417300415e+10 1.752179348644483525e+01 6.964040155842403125e+13
7.247057129715901436e-01 6.549771320020189667e+10 1.859361474906791400e+01 7.000250331083807031e+13
7.276045358234763949e-01 6.859574753889660645e+10 1.969371489084355886e+01 6.921828089170788281e+13
7.305149539667704639e-01 7.147912983548698425e+10 2.090767953630170695e+01 6.793986569586412500e+13
7.334370137826373703e-01 7.287229305226348877e+10 2.119155952934143983e+01 6.833619273949761719e+13
7.363707618377679509e-01 7.234186097110368347e+10 2.119039850746882436e+01 6.784249548659836719e+13
7.393162448851190449e-01 7.208779232057887268e+10 2.148764040479300874e+01 6.666904896567285938e+13
7.422735098646596752e-01 7.140655653859231567e+10 2.157137212085306643e+01 6.578268285606235938e+13
7.452426039041182282e-01 7.076446527948486328e+10 2.128448711619129696e+01 6.606984708228440625e+13
7.482235743197346300e-01 7.352592191758929443e+10 2.219187413184773305e+01 6.584120341500358594e+13
7.512164686170136330e-01 7.591031335849530029e+10 2.312820264704621209e+01 6.522441043550598438e+13
7.542213344914817652e-01 7.975341661628289795e+10 2.424983559930434041e+01 6.535694752947446094e+13
7.572382198294477229e-01 8.319817734322886658e+10 2.570434874227994015e+01 6.432184144950237500e+13
7.602671727087656484e-01 8.411678555337834167e+10 2.609792551985294295e+01 6.405129911453471094e+13
7.633082413996006288e-01 8.629462567401289368e+10 2.693731549350018639e+01 6.366206157436287500e+13
7.663614743651989691e-01 7.407375016641354370e+10 2.364080896147150668e+01 6.226632882874224219e+13
7.694269202626597970e-01 7.861293651350988770e+10 2.495552202382340923e+01 6.260061822927355469e+13
7.725046279437104424e-01 9.204394011192024231e+10 2.954577537793056763e+01 6.190861259067650000e+13
7.755946464554852593e-01 9.412913072183070374e+10 3.039948848224348055e+01 6.153313383484312500e+13
7.786970250413072225e-01 9.651206078891397095e+10 3.143913479973018354e+01 6.100455523503627344e+13
7.818118131414724115e-01 9.899480752045297241e+10 3.223669483617430842e+01 6.102575616254832812e+13
7.849390603940383793e-01 9.906355294182981873e+10 3.278392349997332644e+01 6.004878635207888281e+13
7.880788166356144098e-01 9.598731460878295898e+10 3.166200274996094066e+01 6.024579246912639844e+13
7.912311319021569922e-01 9.391847271155494690e+10 3.145779655995447044e+01 5.932995022111967188e+13
7.943960564297655180e-01 9.502015673449459839e+10 3.246134229703176288e+01 5.817019640585916406e+13
7.975736406554845281e-01 9.397898103310858154e+10 3.174028356774472925e+01 5.883980047495824219e+13
8.007639352181065151e-01 9.664142551511338806e+10 3.301301233645666144e+01 5.817406812253189844e+13
8.039669909589789443e-01 1.027783830716716614e+11 3.562006349077383760e+01 5.734008781041309375e+13
8.071828589228148276e-01 1.075904232375890198e+11 3.747444405338332984e+01 5.705447049906817969e+13
8.104115903585061842e-01 1.116987832529407043e+11 3.914404657577971847e+01 5.670664909438564844e+13
8.136532367199402760e-01 1.151491916532442474e+11 4.041681436384401138e+01 5.661742009837870312e+13
8.169078496668199518e-01 1.178434763005872192e+11 4.181010943183183315e+01 5.601128071702556250e+13
8.201754810654874328e-01 1.204600511729060822e+11 4.395783515570558109e+01 5.445753875173490625e+13
8.234561829897493190e-01 1.209685235501450653e+11 4.405856386148370518e+01 5.456237991258661719e+13
8.267500077217083687e-01 1.229388074027302094e+11 4.472143967831778610e+01 5.462915485539322656e+13
8.300570077525952772e-01 1.246831433360147400e+11 4.602081249961514686e+01 5.383995926030212500e+13
8.333772357836056743e-01 1.275316654092864227e+11 4.802321684457492523e+01 5.277376088937484375e+13
8.367107447267401188e-01 1.286444808423587189e+11 4.812036445580518063e+01 5.312678225046358594e+13
8.400575877056470908e-01 1.320183428989411774e+11 5.005538488803473740e+01 5.241248292934979688e+13
8.434178180564695371e-01 1.317110944507085266e+11 5.055055426748075575e+01 5.177828940934582812e+13
8.467914893286955236e-01 1.316175007813740387e+11 5.059742258316605756e+01 5.169356778001820312e+13
8.501786552860102208e-01 1.350987692180336151e+11 5.410102710487198152e+01 4.962461428833895312e+13
8.535793699071543283e-01 1.370973913390995941e+11 5.795927169271083557e+01 4.700645862984893750e+13
8.569936873867830540e-01 1.394440650967583923e+11 5.490086257434668227e+01 5.047451201672012500e+13
8.604216621363300899e-01 1.408964441516019897e+11 5.629141493599304624e+01 4.974038352086119531e+13
8.638633487848753623e-01 1.424316507174488831e+11 5.693046816362633677e+01 4.971792722348164062e+13
8.673188021800150027e-01 1.510691722896009521e+11 6.539714410366477182e+01 4.590588121205841406e+13
8.707880773887352044e-01 1.450861495601859131e+11 5.953150351317239597e+01 4.843177275880686719e+13
8.742712296982900755e-01 1.484251843767349243e+11 6.192851409105075788e+01 4.762864203664867969e+13
8.777683146170831563e-01 1.516700219515639343e+11 6.262586191567395844e+01 4.812794247209814844e+13
8.812793878755513788e-01 1.565544070169417114e+11 6.573107811275993129e+01 4.733101347345411719e+13
8.848045054270535781e-01 1.563002727319691467e+11 6.601591469498885090e+01 4.705029520556496094e+13
8.883437234487617795e-01 1.569551641142717896e+11 6.675905457073611160e+01 4.672149098642525781e+13
8.918970983425568155e-01 1.596355404716486511e+11 6.787562031028278398e+01 4.673766778861329688e+13
8.954646867359271623e-01 1.616316451463226929e+11 6.894999196525435536e+01 4.658471419654198438e+13
8.990465454828707736e-01 1.647672115691026001e+11 7.143818582732777145e+01 4.583440910381053906e+13
9.026427316648023558e-01 1.668183997436113586e+11 7.477727661356883004e+01 4.433284154273459375e+13
9.062533025914615292e-01 1.679119387535021667e+11 7.377802855570705276e+01 4.522783425050117188e+13
9.098783158018273198e-01 1.702554125758566895e+11 7.675315889199808339e+01 4.408145600590191406e+13
9.135178290650346478e-01 1.721938638345430603e+11 7.648703484529231389e+01 4.473846798025424219e+13
9.171719003812948134e-01 1.740887555344955444e+11 7.803189732991707217e+01 4.433531677655981250e+13
9.208405879828199803e-01 1.754840228017314453e+11 8.067231502332624871e+01 4.322791846436588281e+13
9.245239503347512100e-01 1.782101519456011658e+11 8.523524146553610592e+01 4.154937607417717969e+13
9.282220461360901620e-01 1.810913372101860657e+11 8.366521563262972450e+01 4.301342278762664062e+13
9.319349343206346781e-01 1.838693468657440491e+11 8.539075173214656900e+01 4.279073620134796094e+13
9.356626740579171431e-01 1.865192358691760559e+11 8.740486840794825696e+01 4.240716755636627344e+13
9.394053247541488405e-01 1.890609528015812073e+11 8.998659071628736683e+01 4.175180985299406250e+13
9.431629460531654185e-01 1.910604835815068054e+11 9.314478311152392109e+01 4.076276158148789062e+13
9.469355978373780180e-01 1.927376242010401611e+11 9.251069210335461435e+01 4.140243015120111719e+13
9.507233402287275092e-01 1.952188411634030457e+11 9.473380596128386344e+01 4.095132958671544531e+13
9.545262335896426142e-01 1.969655940177043152e+11 1.004499610638856666e+02 3.896654131227357031e+13
9.583443385240012491e-01 1.995638411101703796e+11 9.890138297047214166e+01 4.009874236311185156e+13
9.621777158780971950e-01 2.013657672797431946e+11 1.012246475934414889e+02 3.953216776230246094e+13
9.660264267416096562e-01 2.036588490518593750e+11 1.029911653863009207e+02 3.929656366328536719e+13
9.698905324485760371e-01 2.063795525261986084e+11 1.043763561853353252e+02 3.929305507688202344e+13
9.737700945783701600e-01 2.088919235382717896e+11 1.070503822550189028e+02 3.877793591041517188e+13
9.776651749566835914e-01 2.115548891250039062e+11 1.090860526385836238e+02 3.853941354234991406e+13
9.815758356565105203e-01 2.140659775158573303e+11 1.110543481835268267e+02 3.830569468968059375e+13
9.855021389991363012e-01 2.161587882076737061e+11 1.133129227080407446e+02 3.790920853675996875e+13
9.894441475551331022e-01 2.163928480375118408e+11 1.149297675684012887e+02 3.741636869610335156e+13
9.934019241453534432e-01 2.154303952348240051e+11 1.149784094863376396e+02 3.723419281998493750e+13
9.973755318419349480e-01 2.191250887306655579e+11 1.178074789981186257e+02 3.696328019417606250e+13
1.001365033969302543e+00 2.238774576179105530e+11 1.215354999386964323e+02 3.660652268407909375e+13
1.005370494105179757e+00 2.246191965159765930e+11 1.289128142589078720e+02 3.462597744938355859e+13
