#Wavelength[um] Fp[W/m2/m] Fp/Fstar[ppm] Fstar[W/m2/m]
1.164451000650851553e-01 6.237683887916176900e+03 1.307385361731125784e+02 9.481368057065218454e+05
1.169108804653455069e-01 8.155753674273662000e+03 1.524102223768725537e+02 1.063411287067819154e+06
1.173785239872068981e-01 7.938463789741159417e+03 1.374545304747245211e+02 1.147700765708111925e+06
1.178480380831557206e-01 7.885746772507278365e+03 1.217508858904838007e+02 1.287128654587766156e+06
1.183194302354883543e-01 9.184587640077417745e+03 1.302968965846376079e+02 1.400802321143616922e+06
1.187927079564302935e-01 2.394630920053233058e+04 3.302530695494776865e+02 1.440930336934840772e+06
1.192678787882560099e-01 5.276154561502595607e+04 8.657664015461997451e+02 1.211066646442819154e+06
1.197449503034090645e-01 1.191990817610213344e+04 1.167090369458455825e+02 2.029643145507812500e+06
1.202239301046226783e-01 1.456192085175605462e+04 1.191750035835270438e+02 2.428201675618489739e+06
1.207048258250411760e-01 1.109411622017605805e+04 1.066136179936588206e+02 2.067908371907552239e+06
1.211876451283413342e-01 2.062305018161216867e+04 6.732577487043095061e+02 6.087273289388020057e+05
1.216723957088547137e-01 2.741665675316218767e+04 2.213223830142952011e+03 2.461730004882812791e+05
1.221590852916901310e-01 2.046969922579803824e+04 2.528224321861371777e+02 1.608966931441326858e+06
1.226477216328568792e-01 2.373847422818519044e+04 1.182206531373739011e+02 3.990347419005102478e+06
1.231383125193883099e-01 2.735407389487331238e+04 8.291913789974890392e+01 6.555691369897959754e+06
1.236308657694658586e-01 3.451775398287734424e+04 8.243560925089697378e+01 8.321065469387753867e+06
1.241253892325437369e-01 4.024855104757082154e+04 7.232061503616067455e+01 1.105959953062500060e+07
1.246218907894739159e-01 4.739678151550394250e+04 6.686515423974454109e+01 1.408640799499999732e+07
1.251203783526317892e-01 5.160079715646901604e+04 6.399150537172195641e+01 1.602453167625000142e+07
1.256208598660423226e-01 7.517430143864967977e+04 8.681122951074775074e+01 1.720856893187500164e+07
1.261233433055065078e-01 1.529206233318998129e+05 1.995244156666363438e+02 1.523074945062500052e+07
1.266278366787285392e-01 1.105230940474899107e+05 1.180892591737096353e+02 1.859918431066176295e+07
1.271343480254434610e-01 1.067991269203148986e+05 9.391887092121693570e+01 2.259779691625000164e+07
1.276428854175452321e-01 2.442193200033300382e+05 2.516950854557917694e+02 1.928219825674019754e+07
1.281534569592154005e-01 2.773061441583553096e+05 2.287620689417374820e+02 2.408944189705882221e+07
1.286660707870522780e-01 2.012094751200051396e+05 1.397193359414299891e+02 2.861825685294118524e+07
1.291807350702004475e-01 1.809774841108905384e+05 1.077134683527701782e+02 3.338918343627450988e+07
1.296974580104812425e-01 2.142938378382883093e+05 1.173533395384626772e+02 3.628820546153846383e+07
1.302162478425231973e-01 3.883117832981104730e+05 2.157715983595095963e+02 3.576329726923076808e+07
1.307371128338932764e-01 4.229164810896524577e+05 2.154778723678449808e+02 3.900346522596153617e+07
1.312600612852288795e-01 4.055837349802138633e+05 1.876941516079862424e+02 4.294187976650943607e+07
1.317851015303697915e-01 5.244840647026714869e+05 2.142406038874592866e+02 4.864988026442307979e+07
1.323122419364912705e-01 6.708040794974991586e+05 2.339627860954676066e+02 5.697707791981132329e+07
1.328414909042372472e-01 8.464515721207892057e+05 3.365338308267244543e+02 4.998326811084906012e+07
1.333728568678542170e-01 7.884635386177264154e+05 2.729152625694658809e+02 5.741231417924527824e+07
1.339063482953256612e-01 1.062625726367456606e+06 3.310137157842798956e+02 6.379484675471697003e+07
1.344419736885069383e-01 1.234840427461640676e+06 3.454271086823341648e+02 7.104044674537037313e+07
1.349797415832609815e-01 1.439627612110508140e+06 3.366303688688614102e+02 8.498614633962264657e+07
1.355196605495940232e-01 1.447924146163678728e+06 3.268301270072154239e+02 8.803897748148147762e+07
1.360617391917924301e-01 1.856976115930263884e+06 3.967545540636847932e+02 9.301128822222223878e+07
1.366059861485595939e-01 2.202736519622265827e+06 4.341038334661801059e+02 1.008370642037037015e+08
1.371524100931538481e-01 2.604273540576537140e+06 5.095684831121373577e+02 1.015629487272727340e+08
1.377010197335264696e-01 2.735118557051549666e+06 4.620216523805921724e+02 1.176427286181818098e+08
1.382518238124605670e-01 2.908004902338248678e+06 4.668391986871991435e+02 1.237881525090909302e+08
1.388048311077104136e-01 3.484315003468777519e+06 4.946965340213476452e+02 1.399683378571428657e+08
1.393600504321412248e-01 3.996751807678247802e+06 5.575336961488028464e+02 1.424581570363636315e+08
1.399174906338697677e-01 4.925571380661851726e+06 6.439446444876314217e+02 1.520055144196428657e+08
1.404771605964052761e-01 4.839005030406435020e+06 5.710846631953331780e+02 1.683863326607143283e+08
1.410390692387908651e-01 5.437745769111969508e+06 6.151937344342459255e+02 1.756540863157894611e+08
1.416032255157460562e-01 5.479167933070836589e+06 5.912918514390202063e+02 1.841467164821428657e+08
1.421696384178090522e-01 7.818458366659914143e+06 7.312502849159507150e+02 2.124742678947368264e+08
1.427383169714803168e-01 7.976745448113273829e+06 7.310563055042733822e+02 2.168333940350877047e+08
1.433092702393662099e-01 7.041495744908377528e+06 6.143532428975468065e+02 2.277707899649122655e+08
1.438825073203236771e-01 9.090580280049934983e+06 7.094743886710961078e+02 2.546279924210526347e+08
1.444580373496049674e-01 7.812459286400740966e+06 5.629574049589333526e+02 2.757804608070175648e+08
1.450358694990033503e-01 1.279390699450026453e+07 8.828041385322325141e+02 2.879984104482759237e+08
1.456160129769993872e-01 1.202688213290210254e+07 7.426140406148811053e+02 3.218408455172414184e+08
1.461984770289073976e-01 1.073793077627504058e+07 6.287567249488599828e+02 3.393823235254237056e+08
1.467832709370230082e-01 1.391624519818684645e+07 8.226425476862738151e+02 3.361724864482758045e+08
1.473704040207710897e-01 1.548023280883930251e+07 8.660351729489630088e+02 3.552165721525423527e+08
1.479598856368541382e-01 2.090245870754389092e+07 1.024114320251091385e+03 4.056021021016949415e+08
1.485517251794015725e-01 1.881102822188270092e+07 8.664186744905701971e+02 4.314554831186439991e+08
1.491459320801191979e-01 1.620124428776999749e+07 6.997040543426069235e+02 4.601349714666666389e+08
1.497425158084396690e-01 1.736463797735538706e+07 7.124690158665493982e+02 4.843407534666666389e+08
1.503414858716734248e-01 1.462130772464584000e+07 5.545884264183411005e+02 5.239220506666667461e+08
1.509428518151600951e-01 2.229037089611049369e+07 7.883566534082867747e+02 5.618829056000000238e+08
1.515466232224207677e-01 2.896437131966454908e+07 9.936698831913236063e+02 5.792596016000000238e+08
1.521528097153104220e-01 2.323972436014772952e+07 7.414675319113567866e+02 6.228595047999999523e+08
1.527614209541716672e-01 2.404322328964664042e+07 2.658299696459939696e+02 1.797380435081967354e+09
1.533724666379883694e-01 2.234624878915961459e+07 1.738747154622062396e+02 2.553991568786885262e+09
1.539859565045403056e-01 2.097667480950298533e+07 1.135312134562335871e+02 3.671745977677419186e+09
1.546019003305584838e-01 4.360389815381589532e+07 2.410037275955443761e+02 3.595446398967741966e+09
1.552203079318807133e-01 3.774085084951321036e+07 1.940793700834133801e+02 3.864413359935484409e+09
1.558411891636082569e-01 4.189558306768676639e+07 2.413599573590514922e+02 3.449485156129032612e+09
1.564645539202626778e-01 4.784771938430599868e+07 2.245407651432763885e+02 4.234647903677418709e+09
1.570904121359437411e-01 3.990054601186429709e+07 1.585484254273380600e+02 5.001130271111111641e+09
1.577187737844875093e-01 4.357251915365426987e+07 1.435145208914669297e+02 6.033482896000000000e+09
1.583496488796254653e-01 3.892276434617041796e+07 1.114948174903696980e+02 6.937456258031745911e+09
1.589830474751439959e-01 3.353539793792041391e+07 8.919287471003553947e+01 7.471788404125000000e+09
1.596189796650445414e-01 5.484967422136882693e+07 1.211009738544543524e+02 9.000728852317462921e+09
1.602574555837047166e-01 6.295602099504011869e+07 1.370749956494855155e+02 9.127047120500001907e+09
1.608984854060395708e-01 5.248375265380345285e+07 1.107097991996878648e+02 9.420849782500000000e+09
1.615420793476636807e-01 4.746365328691581637e+07 1.030120187411086050e+02 9.156395149500000000e+09
1.621882476650543525e-01 4.243725428101388365e+07 8.872067256563258297e+01 9.505472582276922226e+09
1.628370006557145755e-01 5.357521964242956787e+07 1.181119188929671253e+02 9.014081841230770111e+09
1.634883486583374457e-01 5.397643494199705869e+07 9.317775350964308245e+01 1.151179966387692451e+10
1.641423020529707844e-01 4.423583172692056745e+07 6.294789221179708250e+01 1.396510697341538429e+10
1.647988712611826723e-01 6.157653973661291599e+07 8.845428514849412238e+01 1.383399661735384750e+10
1.654580667462274002e-01 1.151826749796987325e+08 2.293395182104204935e+02 9.980666093818181992e+09
1.661198990132123077e-01 8.762103437281565368e+07 1.196233488331372996e+02 1.455605478328358269e+10
1.667843786092651215e-01 8.525817841088142991e+07 1.101054375511864691e+02 1.538787126254545593e+10
1.674515161237022098e-01 7.993629283422574401e+07 9.666221067859214600e+01 1.643382061038805962e+10
1.681213221881969755e-01 6.594512825344793499e+07 6.311786997700474444e+01 2.076259558017910385e+10
1.687938074769497754e-01 6.696646636978490651e+07 3.903077926868342473e+01 3.409584222352941132e+10
1.694689827068575905e-01 6.779481759403896332e+07 3.650808614599139901e+01 3.690274666770149231e+10
1.701468586376850278e-01 7.053940306008012593e+07 3.157656838973786151e+01 4.439336965129412079e+10
1.708274460722357391e-01 9.315034079905673862e+07 3.155135460101300637e+01 5.867021779764705658e+10
1.715107558565246715e-01 1.134976912606910467e+08 3.635639023426432459e+01 6.203796349913043976e+10
1.721967988799507909e-01 1.067205317166782916e+08 3.260429914909594373e+01 6.504656589217391205e+10
1.728855860754705820e-01 1.220901579797057658e+08 3.463997982739614656e+01 7.004131435037683105e+10
1.735771284197724640e-01 1.065487671738559604e+08 2.812692555891113599e+01 7.527962156521739197e+10
1.742714369334515678e-01 1.022772750143931061e+08 2.813535254405399400e+01 7.224005186504347229e+10
1.749685226811853456e-01 9.986751738610698283e+07 2.469057666196944467e+01 8.037931162434782410e+10
1.756683967719100681e-01 8.838447391721324623e+07 1.795418363409323348e+01 9.782764082560000610e+10
1.763710703589977391e-01 1.038754797596439123e+08 1.969235711049333659e+01 1.048254177133714142e+11
1.770765546404337309e-01 1.206975938872202486e+08 2.389013291924714366e+01 1.003994441392676086e+11
1.777848608589954471e-01 1.254940877435562164e+08 1.686746495486788788e+01 1.478511515136000061e+11
1.784960003024314568e-01 1.292482267249268740e+08 1.517246768835879500e+01 1.692854506402253418e+11
1.792099843036411844e-01 1.428598030068969727e+08 1.124075595353147605e+01 2.525607100358309631e+11
1.799268242408557650e-01 1.396517563769279122e+08 7.775872425782460517e+00 3.569016348160000610e+11
1.806465315378191772e-01 1.541392678331461549e+08 1.240247152580324830e+01 2.469768885520000305e+11
1.813691176639704306e-01 1.579408798646206856e+08 1.150409099626346254e+01 2.728308692585205688e+11
1.820945941346263086e-01 1.592188379170420170e+08 1.173995332909147393e+01 2.695127660657778015e+11
1.828229725111648329e-01 1.732165827430386245e+08 1.596687692205526332e+01 2.155860973589040833e+11
1.835542644012094771e-01 1.917602341964887977e+08 1.448595960660349569e+01 2.630646808562161865e+11
1.842884814588143239e-01 2.179684240240524709e+08 2.045946285421248589e+01 2.117145074866849365e+11
1.850256353846495561e-01 2.626401665316853523e+08 3.268646677325413918e+01 1.596777589483243103e+11
1.857657379261881403e-01 2.251243891802356839e+08 1.594793275793213994e+01 2.805236064034595337e+11
1.865088008778928996e-01 2.344615070377333164e+08 1.324915051037417690e+01 3.516695618730667114e+11
1.872548360814044743e-01 2.671420928136364520e+08 1.648344068073140178e+01 3.220666206131892090e+11
1.880038554257300876e-01 2.733220629802885056e+08 1.352506706394944125e+01 4.015933611174054565e+11
1.887558708474330049e-01 2.709505014783722162e+08 1.382709996387132279e+01 3.894127065429334106e+11
1.895108943308226879e-01 2.936422114311301112e+08 1.581959974666475510e+01 3.688707823615999756e+11
1.902689379081460019e-01 3.396418273504834175e+08 2.001712208715674635e+01 3.371869769932800293e+11
1.910300136597785636e-01 3.367615599199552536e+08 1.771692925669374219e+01 3.777333440303157959e+11
1.917941337144176972e-01 3.240021812553377151e+08 1.471999473131637792e+01 4.374128540968421631e+11
1.925613102492753359e-01 3.484890771325933337e+08 1.717190224791458064e+01 4.032942450102857056e+11
1.933315554902724498e-01 4.064558085199887156e+08 2.037390395375532393e+01 3.964517522684675293e+11
1.941048817122335568e-01 4.038941491925994158e+08 1.694301104556318904e+01 4.737271003503588867e+11
1.948813012390824828e-01 4.457369964399489164e+08 1.667752583810029066e+01 5.311269297624615479e+11
1.956608264440388156e-01 4.507212816490091681e+08 1.354235934959701915e+01 6.614012217042052002e+11
1.964434697498149418e-01 4.735984559551486373e+08 1.295913046730377793e+01 7.262492176278975830e+11
1.972292436288141937e-01 4.911732388633617759e+08 1.275221181895266476e+01 7.654211186843543701e+11
1.980181606033294406e-01 6.096035630148545504e+08 2.141354188908524137e+01 5.657313570835444336e+11
1.988102332457427346e-01 6.276634192580431700e+08 1.965638658193741506e+01 6.345624881903797607e+11
1.996054741787257336e-01 6.130475919397238493e+08 1.377847503156792186e+01 8.841873540991999512e+11
2.004038960754406518e-01 6.857178204913685322e+08 1.683110620894631992e+01 8.096252375615999756e+11
2.012055116597424309e-01 7.367751085964766741e+08 1.773615370446619366e+01 8.255184105280000000e+11
2.020103337063813842e-01 7.921342294120775461e+08 1.916862995990073770e+01 8.212189616987653809e+11
2.028183750412069219e-01 8.540028769289191961e+08 2.138969589113070668e+01 7.934251920181729736e+11
2.036296485413717494e-01 8.493498746516944170e+08 1.754262932053200075e+01 9.621509260831605225e+11
2.044441671355372303e-01 8.610977338801027536e+08 1.420294153066173592e+01 1.204828990788683105e+12
2.052619438040793887e-01 9.071871859235893488e+08 1.617484378137999457e+01 1.114571860292682861e+12
2.060829915792957157e-01 1.017837487633949041e+09 1.905805895078927392e+01 1.061331460832780640e+12
2.069073235456129201e-01 1.033967794640788198e+09 8.983852154176515725e+00 2.287155420887903809e+12
2.077349528397953449e-01 1.114050715324177265e+09 7.271041001007263915e+00 3.044806023717463379e+12
2.085658926511545219e-01 1.270764447675976276e+09 9.406906314414520409e+00 2.684537649460434082e+12
2.094001562217591150e-01 1.362230763571931839e+09 7.627442146381437027e+00 3.549139122089639160e+12
2.102377568466461677e-01 1.540139157866792202e+09 7.917553467993281302e+00 3.865629438134857422e+12
2.110787078740327671e-01 1.578642045332641840e+09 7.619164439847344816e+00 4.117442857610540527e+12
2.119230227055288740e-01 1.634978032434708357e+09 6.410818777652909084e+00 5.068152607061332031e+12
2.127707147963510126e-01 1.752247057515303135e+09 1.232213551879238800e+01 2.825924927969882324e+12
2.136217976555363773e-01 1.888343237831030130e+09 9.941571711276310452e+00 3.774654010066823730e+12
2.144762848461585492e-01 1.984501911542101860e+09 9.386570180964309174e+00 4.201417614407442383e+12
2.153341899855431840e-01 2.089449198530347586e+09 9.596938991633246374e+00 4.326635849346977051e+12
2.161955267454853669e-01 2.380998690146102428e+09 1.353043405026024715e+01 3.497024617924465332e+12
2.170603088524672986e-01 2.444260017419637203e+09 1.689684814448415295e+01 2.874702883969471191e+12
2.179285500878772042e-01 2.527560725477364540e+09 1.053318586789978717e+01 4.768624355539862305e+12
2.188002642882286852e-01 2.754728909308125019e+09 1.132808919592651975e+01 4.832517870321287109e+12
2.196754653453815986e-01 2.853668566984087944e+09 9.618368779393295043e+00 5.895944259677091797e+12
2.205541672067631020e-01 2.991590757365256310e+09 1.247221925328347147e+01 4.766610966667636719e+12
2.214363838755901703e-01 3.486960393105625629e+09 2.972743101930129939e+01 2.330992608162909180e+12
2.223221294110925284e-01 3.340394970663036346e+09 1.551939327928931789e+01 4.277345625227636230e+12
2.232114179287369160e-01 3.387400441133824825e+09 9.995231818912172272e+00 6.734803524895641602e+12
2.241042636004518529e-01 3.683864888970616817e+09 9.373735843371537868e+00 7.809841943165156250e+12
2.250006806548536520e-01 4.167927592761223316e+09 1.576018863492553201e+01 5.255451302325213867e+12
2.259006833774730438e-01 4.510831449058608055e+09 1.706852380536046709e+01 5.251844991271823242e+12
2.268042861109829667e-01 4.758476838640535355e+09 1.864797363526512086e+01 5.070929529173333984e+12
2.277115032554268836e-01 4.895037530195094109e+09 1.377722604230596737e+01 7.060663332278858398e+12
2.286223492684485714e-01 4.905359365191959381e+09 1.372663852771327342e+01 7.101627584872088867e+12
2.295368386655223802e-01 5.135982138906487465e+09 1.588750251969368499e+01 6.424201200606242188e+12
2.304549860201844658e-01 5.577104824267125130e+09 1.213375495815089700e+01 9.134080802192695312e+12
2.313768059642651864e-01 5.401175099659534454e+09 1.693229627575506058e+01 6.339042444911304688e+12
2.323023131881222503e-01 6.054008671435977936e+09 1.739047664912498803e+01 6.918035957893565430e+12
2.332315224408747223e-01 6.242044104262136459e+09 2.445628532868444083e+01 5.072097604112516602e+12
2.341644485306381973e-01 7.430202150285893440e+09 4.025526807991612799e+01 3.667998659910809082e+12
2.351011063247607502e-01 7.787612786900378227e+09 3.126758491131532836e+01 4.949499372783660156e+12
2.360415107500598020e-01 8.202756594200293541e+09 4.583354786372635203e+01 3.556539285939744629e+12
2.369856767930600405e-01 8.744656101183740616e+09 5.147126273061379464e+01 3.376207838796255371e+12
2.379336195002322851e-01 1.014757516719050407e+10 6.760066244354071330e+01 2.983064110798978516e+12
2.388853539782332114e-01 9.268334152734329224e+09 5.751021969488252239e+01 3.202638486819032227e+12
2.398408953941461863e-01 9.987771091303943634e+09 6.703143317753148267e+01 2.961019975097937012e+12
2.408002589757227141e-01 1.084775501802105141e+10 8.115718387307855153e+01 2.656220730581333984e+12
2.417634600116256582e-01 1.015730199134229469e+10 2.662172300328815666e+01 7.582169108138667969e+12
2.427305138516721306e-01 9.607978760774591446e+09 1.640191838824223325e+01 1.164095605187826758e+13
2.437014359070788505e-01 1.041024566806387901e+10 2.674408034630764064e+01 7.735431987284453125e+12
2.446762416507071713e-01 1.061289394062734413e+10 2.364573613648009598e+01 8.919330302411757812e+12
2.456549466173099938e-01 1.108618721768165970e+10 1.847429100734472840e+01 1.192520051080881641e+13
2.466375664037792625e-01 1.223263730874393082e+10 3.350919961098311006e+01 7.254497020781713867e+12
2.476241166693943785e-01 1.365249955836976242e+10 3.457985434493173216e+01 7.845854924382041992e+12
2.486146131360719436e-01 1.721195357248936844e+10 8.116103003174185915e+01 4.214381799817050293e+12
2.496090715886161993e-01 1.502610936763315010e+10 4.291243851566682821e+01 6.958483684134788086e+12
2.506075078749706586e-01 1.598359320283701706e+10 3.797229652195389349e+01 8.364862686085121094e+12
2.516099379064705155e-01 1.732547734246034622e+10 9.585094988683015060e+01 3.592030782007762207e+12
2.526163776580964138e-01 1.924260778482204056e+10 1.361967791493599975e+02 2.807684810731722656e+12
2.536268431687287994e-01 1.613224157863835716e+10 4.799182084088727862e+01 6.680035202930060547e+12
2.546413505414037437e-01 1.640740050627605820e+10 6.533701212794922242e+01 4.990358790225109375e+12
2.556599159435693491e-01 1.608490774933992958e+10 2.345839893648431485e+01 1.362609676416501953e+13
2.566825556073435988e-01 1.911038198183789444e+10 3.274116703679354146e+01 1.159915826814494141e+13
2.577092858297729827e-01 1.899708185362583923e+10 2.946516362345438012e+01 1.281236489361149805e+13
2.587401229730920682e-01 2.179413011182165527e+10 4.233834245514209726e+01 1.022955990260566992e+13
2.597750834649844576e-01 2.348500205838454437e+10 7.258960155812434323e+01 6.429355676750769531e+12
2.608141837988444123e-01 2.344131463777648926e+10 6.571753305410683765e+01 7.088461319561845703e+12
2.618574405340398092e-01 2.375479493024995422e+10 5.093536433685042653e+01 9.267938228945675781e+12
2.629048702961759298e-01 2.488840187213091660e+10 8.189920411288547086e+01 6.039049526035693359e+12
2.639564897773606367e-01 2.090203986217072678e+10 1.730609658281075980e+01 2.400163408414232422e+13
2.650123157364701054e-01 2.205908334241147995e+10 1.581834659539483390e+01 2.771262316667652734e+13
2.660723649994159445e-01 2.319414593248086548e+10 1.876082534435006721e+01 2.456844710088935938e+13
2.671366544594135917e-01 2.532939500030646133e+10 2.124697847603655276e+01 2.369075495561177734e+13
2.682052010772512096e-01 2.529445577885084152e+10 1.731163898198815332e+01 2.903610879686100391e+13
2.692780218815602478e-01 2.789832592029762268e+10 2.090520531304020579e+01 2.652008845779020703e+13
2.703551339690865030e-01 2.713625977141354370e+10 1.881744629185253004e+01 2.865764937454933594e+13
2.714365545049627904e-01 3.250961642420700455e+10 3.474695797473270176e+01 1.859286509932089062e+13
2.725223007229827243e-01 3.436849891087259674e+10 4.634460653116632045e+01 1.473712023430637109e+13
2.736123899258746106e-01 3.537678827829565430e+10 5.360579558460844396e+01 1.311468665031163281e+13
2.747068394855781692e-01 3.865731589653922272e+10 7.884086296863274868e+01 9.743872418468404297e+12
2.758056668435204806e-01 3.590133559951953888e+10 4.491790158270423916e+01 1.588336105166662109e+13
2.769088895108945403e-01 3.259317394989535522e+10 3.083579737120808772e+01 2.100500229044353125e+13
2.780165250689380918e-01 3.520790979809268188e+10 5.197097779117758165e+01 1.346265191617729688e+13
2.791285911692138466e-01 5.230350062223795319e+10 1.527548357249168021e+02 6.804356369730882812e+12
2.802451055338907038e-01 5.297089313427998352e+10 2.761667709377172173e+02 3.811686161993143066e+12
2.813660859560263017e-01 3.654095925859244537e+10 4.343516557734746186e+01 1.671820801492114258e+13
2.824915502998503469e-01 3.803208177736954498e+10 2.426293854389884785e+01 3.114999361311264062e+13
2.836215165010497197e-01 4.075041597874497986e+10 2.704684004392449026e+01 2.994103270757040625e+13
2.847560025670539119e-01 6.009795125815429688e+10 6.839307519363616450e+01 1.746219354464112305e+13
2.858950265773221866e-01 5.266183754649733734e+10 4.587888478864778818e+01 2.281047968857825000e+13
2.870386066836315142e-01 4.405717910930341339e+10 2.390177882095507655e+01 3.663006804099784375e+13
2.881867611103660631e-01 4.411742350729108429e+10 2.638775673292341395e+01 3.322453654383750000e+13
2.893395081548075787e-01 3.929325595435908508e+10 1.872865296030748894e+01 4.169296074791178906e+13
2.904968661874267610e-01 4.064744494309418488e+10 1.518715995053493906e+01 5.318730025736827344e+13
2.916588536521764197e-01 4.085024660861486053e+10 1.654329863399611611e+01 4.907087872028007812e+13
2.928254890667851273e-01 4.710027480823619843e+10 2.092289708353274946e+01 4.473556060936827344e+13
2.939967910230522619e-01 4.721167936041971588e+10 2.145146079340021217e+01 4.373648117781005469e+13
2.951727781871444911e-01 5.509308240590241241e+10 2.388768985968698999e+01 4.583256694728460938e+13
2.963534692998930908e-01 5.312652689644587708e+10 2.192579483483820368e+01 4.815122508532719531e+13
2.975388831770926501e-01 5.549959243071636200e+10 2.161316988559454089e+01 5.102964987928093750e+13
2.987290387098009981e-01 5.435384428609149170e+10 2.642878057251036950e+01 4.086997787436315625e+13
2.999239548646402409e-01 6.234400463846720886e+10 4.460250978341771599e+01 2.777708452137930859e+13
3.011236506840988536e-01 5.128429181285831451e+10 2.116913292245070721e+01 4.814293406089216406e+13
3.023281452868351593e-01 7.304667621721945190e+10 3.642233392756742916e+01 3.985510425706635938e+13
3.035374578679824742e-01 5.113428410906198883e+10 1.981646785441289538e+01 5.127872223853005469e+13
3.047516076994544187e-01 5.526415975418486786e+10 2.188208789737353754e+01 5.018871483965926562e+13
3.059706141302522830e-01 5.640507767833403778e+10 2.334013899247668178e+01 4.802485094265483594e+13
3.071944965867733357e-01 5.499436721482039642e+10 1.946339817724416577e+01 5.615013487064244531e+13
3.084232745731204095e-01 4.973772392378559113e+10 1.688220771650517804e+01 5.854744264795200781e+13
3.096569676714128194e-01 5.543660742387793732e+10 2.627455550361293746e+01 4.192880925913145312e+13
3.108955955420985018e-01 4.500322765602403259e+10 1.441190769844379460e+01 6.205452457298157812e+13
3.121391779242668751e-01 4.819378583564103699e+10 1.739352849238453302e+01 5.506233348124847656e+13
3.133877346359639215e-01 4.702768091719825745e+10 1.590299808500882150e+01 5.876595769175516406e+13
3.146412855745078230e-01 4.609782233220256042e+10 1.631640681142793881e+01 5.614449072101529688e+13
3.158998507168058190e-01 5.384008007212077332e+10 2.226793695599530309e+01 4.804818377454250000e+13
