#Wavelength[um] Fp[W/m2/m] Fp/Fstar[ppm] Fstar[W/m2/m]
3.084232745731204095e-01 2.564104140980012894e+10 8.703200568869332798e+00 5.854744264795200781e+13
3.096569676714128194e-01 2.833054278028500366e+10 1.342745260431393461e+01 4.192880925913146094e+13
3.108955955420985018e-01 2.287103843712733841e+10 7.324258994106122245e+00 6.205452457298157812e+13
3.121391779242668751e-01 2.453225790013285828e+10 8.853891002124274934e+00 5.506233348124846875e+13
3.133877346359639215e-01 2.480843818380532455e+10 8.389283444015946500e+00 5.876595769175514844e+13
3.146412855745078230e-01 2.500319195436285019e+10 8.849924592351426256e+00 5.614449072101529688e+13
3.158998507168058190e-01 2.805485172901809311e+10 1.160331984600933453e+01 4.804818377454250000e+13
3.171634501196730627e-01 2.862081630036888123e+10 9.602775848536763803e+00 5.922928453829214844e+13
3.184321039201517545e-01 2.684241384225565338e+10 1.052509854153851698e+01 5.068117313552663281e+13
3.197058323358323295e-01 2.805256036627285385e+10 1.084985991126935900e+01 5.138065504431763281e+13
3.209846556651756444e-01 2.857466991973146057e+10 1.097809918742304802e+01 5.172557580988085938e+13
3.222685942878363852e-01 3.078456381845065308e+10 1.210703113662414587e+01 5.052968689011702344e+13
3.235576686649877520e-01 3.816437603159555817e+10 1.643534851597679136e+01 4.614562264856420312e+13
3.248518993396476984e-01 3.308866352301785278e+10 1.118638467518753643e+01 5.878151000934850000e+13
3.261513069370062801e-01 3.261340503162765503e+10 9.367328244093165779e+00 6.918814186306706250e+13
3.274559121647543369e-01 3.362308657560174942e+10 1.049221096187605617e+01 6.368275255603717969e+13
3.287657358134133401e-01 3.479162894199600220e+10 1.071388710707310210e+01 6.453256966537650781e+13
3.300807987566670154e-01 3.055394309766665268e+10 8.658506301566244900e+00 7.012543205561366406e+13
3.314011219516936890e-01 3.936286665842275238e+10 1.241182302320393305e+01 6.302348382085864062e+13
3.327267264395004642e-01 4.339932740758157349e+10 1.336341234948837986e+01 6.453820636927374219e+13
3.340576333452584534e-01 4.833459599172645569e+10 1.551544025533221038e+01 6.190778297421065625e+13
3.353938638786395088e-01 4.582691047262857819e+10 1.517214403888275598e+01 6.002399317981053906e+13
3.367354393341540630e-01 4.124712718970486450e+10 1.786823495476503609e+01 4.587365174781618750e+13
3.380823810914907468e-01 4.525111713914892578e+10 1.567319855657980199e+01 5.737503080919451562e+13
3.394347106158566718e-01 4.652715710685070801e+10 1.603014700444054697e+01 5.767933890086797656e+13
3.407924494583201014e-01 4.640703556386169434e+10 1.634684337112388519e+01 5.641585670308164844e+13
3.421556192561533982e-01 4.175076788927380371e+10 1.540787317879658147e+01 5.384842860365160938e+13
3.435242417331779707e-01 3.651997988459996033e+10 1.162189406534676905e+01 6.244603657444143750e+13
3.448983387001106626e-01 3.507649177772399902e+10 1.197659342502313784e+01 5.820149034691051562e+13
3.462779320549111417e-01 3.652579230957650757e+10 1.171357439942819845e+01 6.196714206970989062e+13
3.476630437831307319e-01 3.786310686702032471e+10 1.189160776088257343e+01 6.327423940634265625e+13
3.490536959582632992e-01 3.378820360034884644e+10 1.047231697194743560e+01 6.411705785136725781e+13
3.504499107420963600e-01 5.197057566805264282e+10 1.462781443278942994e+01 7.060400663492178125e+13
3.518517103850647421e-01 4.886969598457147217e+10 1.542606389235687026e+01 6.295580382707775000e+13
3.532591172266050239e-01 6.182387886517176819e+10 1.963537948400689359e+01 6.257029640254154688e+13
3.546721536955114717e-01 7.387611605640591431e+10 1.995392510068537462e+01 7.357444234961365625e+13
3.560908423102934761e-01 5.366281417696888733e+10 1.722212362626245152e+01 6.192100601939478906e+13
3.575152056795346533e-01 6.144618006749396515e+10 2.230389584080551302e+01 5.474764252597722656e+13
3.589452665022527800e-01 6.063296707236412048e+10 2.260087560502991622e+01 5.331320823676047656e+13
3.603810475682617254e-01 6.864097807388673401e+10 2.041412815799169422e+01 6.681960257088400000e+13
3.618225717585348278e-01 6.455227064112261963e+10 2.158250934885392880e+01 5.943754286620764062e+13
3.632698620455689364e-01 6.545684954840754700e+10 1.980506613201348998e+01 6.567953415387743750e+13
3.647229414937512293e-01 6.076285438460003662e+10 1.786675606907268588e+01 6.758397333104382031e+13
3.661818332597261971e-01 6.797577646734742737e+10 1.814323878545524948e+01 7.445444362240000000e+13
3.676465605927651259e-01 5.619465738118164062e+10 1.685881994231807468e+01 6.623981598566463281e+13
3.691171468351361895e-01 5.757074864963537598e+10 1.676663527466077497e+01 6.823500406556054688e+13
3.705936154224767076e-01 5.258219620096075439e+10 1.590389206076847550e+01 6.570320632878288281e+13
3.720759898841666247e-01 6.272754556440135956e+10 1.820689096681844887e+01 6.846581229131214844e+13
3.735642938437032656e-01 7.505727979277758789e+10 2.530296311853863145e+01 5.894849208415132031e+13
3.750585510190780902e-01 8.644327537150592041e+10 2.795592056101109080e+01 6.144813104973097656e+13
3.765587852231543908e-01 7.233949326301434326e+10 2.257068417152942885e+01 6.369157673878814844e+13
3.780650203640470441e-01 7.394641128293035889e+10 1.622242014104722685e+01 9.058425543665890625e+13
3.795772804455032068e-01 6.726588221784765625e+10 1.981751368303274319e+01 6.745232714795560156e+13
3.810955895672852312e-01 6.967944164740007019e+10 1.689949225198349225e+01 8.193741669666085938e+13
3.826199719255543585e-01 9.526631504714137268e+10 3.424917409708569949e+01 5.527649860135507812e+13
3.841504518132565771e-01 6.769742006032090759e+10 2.324202382128378730e+01 5.788278756475393750e+13
3.856870536205096456e-01 6.473251390992560577e+10 1.824093671757862367e+01 7.052232122732017188e+13
3.872298018349916715e-01 6.349663998795951080e+10 1.854435839032455036e+01 6.804405620003432812e+13
3.887787210423316320e-01 5.466161404358611298e+10 1.626786931401886349e+01 6.677333049996567969e+13
3.903338359265008939e-01 6.121191995269612122e+10 1.549917861407365116e+01 7.848353941318881250e+13
3.918951712702069545e-01 6.227134111332175446e+10 1.562998619358860353e+01 7.917369004837346875e+13
3.934627519552877928e-01 1.682445225009413147e+11 8.570233930366543973e+01 3.901211712078182031e+13
3.950366029631089404e-01 6.948441491773048401e+10 1.759688400126167096e+01 7.846986323985332812e+13
3.966167493749613859e-01 1.393615795654743652e+11 5.442911145855711652e+01 5.088187156646390625e+13
3.982032163724612550e-01 6.831892699805195618e+10 1.562715509327467700e+01 8.687851247192767188e+13
3.997960292379510450e-01 7.528049749359028625e+10 1.442896715731407653e+01 1.036808377095986719e+14
4.013952133549028578e-01 6.922812306831776428e+10 1.304149090281158330e+01 1.054888544635905938e+14
4.030007942083224659e-01 6.400114424153786469e+10 1.267979085758654101e+01 1.003059995907780469e+14
4.046127973851557647e-01 6.121794862842893219e+10 1.159307677075633514e+01 1.049376472011180312e+14
4.062312485746963908e-01 6.613983764416587830e+10 1.299326035437457172e+01 1.011570709470390469e+14
4.078561735689951728e-01 7.008132811353811646e+10 1.408039735452256913e+01 9.890965215495239062e+13
4.094875982632711353e-01 4.681038027597605896e+10 8.893780886658040785e+00 1.045940562135149375e+14
4.111255486563242245e-01 4.898442722772782898e+10 9.349318565095957823e+00 1.041188441225558750e+14
4.127700508509495880e-01 5.592628822285938263e+10 1.068923246125649129e+01 1.039730386552332344e+14
4.144211310543532978e-01 5.013110158686475372e+10 9.189765891238266704e+00 1.084061852135709844e+14
4.160788155785707931e-01 4.145278733993950653e+10 7.666279951565099005e+00 1.074534405864072031e+14
4.177431308408850463e-01 4.796494350792983246e+10 9.052817079547017087e+00 1.052910493776561562e+14
4.194141033642486138e-01 5.350218717954115295e+10 1.050230569961683891e+01 1.012367379386419375e+14
4.210917597777056320e-01 4.513581219350684357e+10 8.648745097257174663e+00 1.037097115252815000e+14
4.227761268168164221e-01 1.420461887764085388e+11 2.760794442171273744e+01 1.022461056626715781e+14
4.244672313240837602e-01 5.202390696756072998e+10 1.052793046251762910e+01 9.819993912024532812e+13
4.261651002493800910e-01 4.447274289369762421e+10 8.670740694218837419e+00 1.019269383476032500e+14
4.278697606503775730e-01 5.825945516527158356e+10 1.257895876633377696e+01 9.203923223501467188e+13
4.295812396929790666e-01 8.476787703665023804e+10 2.051084066641446313e+01 8.212948652789156250e+13
4.312995646517510107e-01 5.961083936974375153e+10 1.379548301763021989e+01 8.586962930911106250e+13
4.330247629103580187e-01 5.626782473619631958e+10 1.141490574376524236e+01 9.795780796734562500e+13
4.347568619619994745e-01 4.218485632995415497e+10 9.317781674188292840e+00 8.996949981751934375e+13
4.364958894098474596e-01 5.150186420434181213e+10 9.391672212002562858e+00 1.089761058814756719e+14
4.382418729674867897e-01 6.814947411165511322e+10 1.371166873768108552e+01 9.876963714189459375e+13
4.399948404593567730e-01 6.385835721675650024e+10 1.241962665491564444e+01 1.021787212135023750e+14
4.417548198211941890e-01 6.169847472025580597e+10 1.137887991665185261e+01 1.077522072944500312e+14
4.435218391004789873e-01 7.164354882541275024e+10 1.293772096100843605e+01 1.100450652027036406e+14
4.452959264568808750e-01 7.764636869321530151e+10 1.459687278622226536e+01 1.057091519206460469e+14
4.470771101627084021e-01 7.478026890128974915e+10 1.345636994486053162e+01 1.104359232104939375e+14
4.488654186033592119e-01 7.686994600633442688e+10 1.372761177583100611e+01 1.112789064997122969e+14
4.506608802777726241e-01 6.746998684964373779e+10 1.120346466639867167e+01 1.196766816168823125e+14
4.524635237988837710e-01 8.527574603324502563e+10 1.517938936722486432e+01 1.116406838853850156e+14
4.542733778940792333e-01 8.254494344769908142e+10 1.469940336019952198e+01 1.115943042553970156e+14
4.560904714056555065e-01 7.284050820487748718e+10 1.237823999852852275e+01 1.169406033530548750e+14
4.579148332912781894e-01 7.553618083173942566e+10 1.336226290268538897e+01 1.123378925914650938e+14
4.597464926244433370e-01 9.343751564513328552e+10 1.674959571113047829e+01 1.108583003471287188e+14
4.615854785949410899e-01 8.287972129155860901e+10 1.440811045273209068e+01 1.143121820174666562e+14
4.634318205093208576e-01 1.029463474718348083e+11 1.761142094107753664e+01 1.161629966259562500e+14
4.652855477913582227e-01 9.982029984608676147e+10 1.714684282415349514e+01 1.156873745309067344e+14
4.671466899825236219e-01 1.004986420627757416e+11 1.758398224445015146e+01 1.135780005434667188e+14
4.690152767424536906e-01 1.036254196898799744e+11 1.776197021208464122e+01 1.159381662492628438e+14
4.708913378494234969e-01 8.995286428948585510e+10 1.596865865231118242e+01 1.119432267423772969e+14
4.727749032008212171e-01 9.897850912728282166e+10 1.720550166606582110e+01 1.143206881056840469e+14
4.746660028136244769e-01 8.118253328238699341e+10 1.393856353983106899e+01 1.157432950581071250e+14
4.765646668248789131e-01 1.241552899506340637e+11 2.170255435642005892e+01 1.136856470084171719e+14
4.784709254921784560e-01 1.120808244614217224e+11 1.940360975747325512e+01 1.147889404765204375e+14
4.803848091941470555e-01 1.151345253829954529e+11 1.988853415546834214e+01 1.150413743602119844e+14
4.823063484309236815e-01 1.216005881560510559e+11 2.121422641043897173e+01 1.139094455281945938e+14
4.842355738246474361e-01 1.144943354603610992e+11 2.059587195348015243e+01 1.104727282530477188e+14
4.861725161199459966e-01 1.361520330057245026e+11 2.877222759693851373e+01 9.403767985099467188e+13
4.881172061844257226e-01 1.204866219685580597e+11 2.280999468141595443e+01 1.049699296953103594e+14
4.900696750091634302e-01 1.147561305474857788e+11 2.051679729459264223e+01 1.111520789856557812e+14
4.920299537092001074e-01 1.089721344791974792e+11 2.032939700758001322e+01 1.065227138768366875e+14
4.939980735240369625e-01 9.021091288616627502e+10 1.624563814021524877e+01 1.103503116877424375e+14
4.959740658181330253e-01 1.607394867837968140e+11 2.876906135565549505e+01 1.110319959271667031e+14
4.979579620814056362e-01 1.523399492927740479e+11 2.829574605638924467e+01 1.069901803073861719e+14
4.999497939297311566e-01 1.770779172445695496e+11 3.279974566048624496e+01 1.072865280478222500e+14
5.019495931054501758e-01 1.981974583971718445e+11 3.796060159552590818e+01 1.037567253109800938e+14
5.039573914778719965e-01 1.684518731629474792e+11 3.105430841247020979e+01 1.077966450969334844e+14
5.059732210437835054e-01 1.656523032388872070e+11 3.023283324762638458e+01 1.088854604435260781e+14
5.079971139279585435e-01 1.344977244953203125e+11 2.546206757985725488e+01 1.049717729031002188e+14
5.100291023836703852e-01 1.425118033647839661e+11 2.630108754291886086e+01 1.076783496978625469e+14
5.120692187932051054e-01 1.464313121481922302e+11 2.765053497857763531e+01 1.052402031053000781e+14
5.141174956683780550e-01 1.606229706882948608e+11 3.068305632286176987e+01 1.040304072125439844e+14
5.161739656510514473e-01 1.890869108508187561e+11 3.733259483465604234e+01 1.006524966026092969e+14
5.182386615136556074e-01 2.525811934456571655e+11 5.184004555527362612e+01 9.682486460692107812e+13
5.203116161597103329e-01 2.178132533737666016e+11 4.307995655472466723e+01 1.004755303363952969e+14
5.223928626243490303e-01 1.940241242747461243e+11 3.748966866330146530e+01 1.028478912997575781e+14
5.244824340748465152e-01 1.941286681767025452e+11 3.675911928688653063e+01 1.049484042362605625e+14
5.265803638111459239e-01 2.131207218811545105e+11 4.469512698893886693e+01 9.475819182083514062e+13
5.286866852663905103e-01 1.841618272042604675e+11 3.531765885867093857e+01 1.036236701003297500e+14
5.308014320074561088e-01 1.716543755804357300e+11 3.283291629235404230e+01 1.038954864480965156e+14
5.329246377354859288e-01 2.050573493697114258e+11 4.134146633522802716e+01 9.856908490599003125e+13
5.350563362864277916e-01 1.826982628551693115e+11 3.478470388565921922e+01 1.043752116731197031e+14
5.371965616315735881e-01 2.114986784202749329e+11 4.112938770872456473e+01 1.021895944592106250e+14
5.393453478780998456e-01 2.195738907313880920e+11 4.284351792971989425e+01 1.018466703540162969e+14
5.415027292696121819e-01 2.110645215367692871e+11 4.298922787577285476e+01 9.756787687537935938e+13
5.436687401866906466e-01 2.421682142764657593e+11 4.739204240293449288e+01 1.015460362577891406e+14
5.458434151474373941e-01 3.089714813973106689e+11 6.057776474819623758e+01 1.013576219875559688e+14
5.480267888080271321e-01 2.699055095464972839e+11 5.284711857782548350e+01 1.014943108010196094e+14
5.502188959632591247e-01 2.990181488387389526e+11 5.879118904668229106e+01 1.010733281931772188e+14
5.524197715471121928e-01 2.852119776217151489e+11 5.619079705691360971e+01 1.008680974547145781e+14
5.546294506333006025e-01 2.547215681648923035e+11 4.935158857410574029e+01 1.025689347223792969e+14
5.568479684358338400e-01 2.761174815129978638e+11 5.517385638205903575e+01 9.945161163386243750e+13
5.590753603095770519e-01 3.272773436113803101e+11 6.716083613248116535e+01 9.683918128139398438e+13
5.613116617508153716e-01 3.707122202825878296e+11 7.406387516630546486e+01 9.946762147441753125e+13
5.635569083978186899e-01 3.990164248260352173e+11 7.932671093726254696e+01 9.995915751771750000e+13
5.658111360314097560e-01 3.783131646078706055e+11 7.704744813677368143e+01 9.757632491801304688e+13
5.680743805755354980e-01 3.917184101793837891e+11 7.853153762323317721e+01 9.912453071476428125e+13
5.703466780978375672e-01 3.749598409442792358e+11 7.671127276466305034e+01 9.713524272623284375e+13
5.726280648102289872e-01 3.655172811477702026e+11 7.231776808162783254e+01 1.004417249086579844e+14
5.749185770694699160e-01 3.516202772291653442e+11 7.089337728539128136e+01 9.856426955162850000e+13
5.772182513777477375e-01 3.725784485473927612e+11 7.501895538542470376e+01 9.869564268009739062e+13
5.795271243832587071e-01 3.430992805186319580e+11 6.978320066209074923e+01 9.770576387011065625e+13
5.818452328807918184e-01 3.581822597994287720e+11 7.230189777589887967e+01 9.844771426918223438e+13
5.841726138123150003e-01 3.692415298223572998e+11 7.478047443187379884e+01 9.812362576253612500e+13
5.865093042675643131e-01 4.783252206784904785e+11 9.943622840980275157e+01 9.559383816130279688e+13
5.888553414846344758e-01 5.295789785422137451e+11 1.141527500739404957e+02 9.219250614116260938e+13
5.912107628505729462e-01 5.933617189357989502e+11 1.231484340595392410e+02 9.575068559178593750e+13
5.935756059019753339e-01 5.760205121080582275e+11 1.203128361373372002e+02 9.514308873834382812e+13
5.959499083255832552e-01 5.963919842307434082e+11 1.247104424700303582e+02 9.503426922907670312e+13
5.983337079588855190e-01 5.579598467827322998e+11 1.180485543141778777e+02 9.392766701436335938e+13
6.007270427907210886e-01 5.326747174889216309e+11 1.137782254442840184e+02 9.303667698212529688e+13
6.031299509618840426e-01 4.966853678190971069e+11 1.065836128594735470e+02 9.260665350262125000e+13
6.055424707657315331e-01 4.724282581825041504e+11 1.010060548687101090e+02 9.294792957294059375e+13
6.079646406487945187e-01 4.292835867401247559e+11 9.211010516243021584e+01 9.261647928314167188e+13
6.103964992113897203e-01 4.074947898584346313e+11 8.931372692620762166e+01 9.066822423864590625e+13
6.128380852082353503e-01 4.175590876507001343e+11 9.317423936364977521e+01 8.905808367542867188e+13
6.152894375490681744e-01 4.671605712857281494e+11 1.056159735264275952e+02 8.789978974143995312e+13
6.177505952992645710e-01 6.442061362393807373e+11 1.441277730554004677e+02 8.882361469010384375e+13
6.202215976804615893e-01 7.106401381199316406e+11 1.575258329445295828e+02 8.964977640547209375e+13
6.227024840711834486e-01 8.198268245806943359e+11 1.858168440074539944e+02 8.767752999657898438e+13
6.251932940074681477e-01 7.725112835448055420e+11 1.786449999357336651e+02 8.593403970664660938e+13
6.276940671834980723e-01 6.975399115158631592e+11 1.594383017413772166e+02 8.694160714534746875e+13
6.302048434522321552e-01 6.395711187367763672e+11 1.461616223241192642e+02 8.695744105996520312e+13
6.327256628260409244e-01 5.762958675527067871e+11 1.337602015317760049e+02 8.561894120396414062e+13
6.352565654773452142e-01 5.303401562991312866e+11 1.225287554643251582e+02 8.601372415755793750e+13
6.377975917392545435e-01 4.915929926990231934e+11 1.133115066182037367e+02 8.621501965629798438e+13
6.403487821062116003e-01 4.737376963198949585e+11 1.112486782151081712e+02 8.462415518356081250e+13
6.429101772346363930e-01 5.189793716647291870e+11 1.229517997694658789e+02 8.388155396766137500e+13
6.454818179435749537e-01 4.714323228478585815e+11 1.118239494359954449e+02 8.377911935118690625e+13
6.480637452153492628e-01 4.623369184757740479e+11 1.094728094335042243e+02 8.392736194410245312e+13
6.506560001962106154e-01 4.838912812471076050e+11 1.173337777070610457e+02 8.195510394172050000e+13
6.532586241969955410e-01 4.167069366891795044e+11 9.990917400962736394e+01 8.288513008183114062e+13
6.558716586937833881e-01 5.227988173651615601e+11 1.440246843627567443e+02 7.213548004680479688e+13
6.584951453285585732e-01 5.608457122475036621e+11 1.391430288275115856e+02 8.010012856753804688e+13
6.611291259098727169e-01 5.855536625862354736e+11 1.421955486823481465e+02 8.183365754513007812e+13
6.637736424135122215e-01 6.423902331328896484e+11 1.580604914831621670e+02 8.076568172785050000e+13
6.664287369831662922e-01 7.025009494182442627e+11 1.725222181756560076e+02 8.091949132652435938e+13
6.690944519310989547e-01 7.589943013495104980e+11 1.882076076457663589e+02 8.014060242903885938e+13
6.717708297388232941e-01 7.819204464752286377e+11 1.986441949894306731e+02 7.822362779616162500e+13
6.744579130577786907e-01 7.885212578009300537e+11 1.979375262290969317e+02 7.916560400980335938e+13
6.771557447100098326e-01 7.381869263591575928e+11 1.865104199836883936e+02 7.865285856101300000e+13
6.798643676888498355e-01 7.655698787702058105e+11 1.954108834992414359e+02 7.785515102381275000e+13
6.825838251596052508e-01 7.057235941968652344e+11 1.805878262549009321e+02 7.766000761569279688e+13
6.853141604602436265e-01 6.823443875548378906e+11 1.774691402842315426e+02 7.640680507653118750e+13
6.880554171020846210e-01 6.704562386121203613e+11 1.733940727735689222e+02 7.684001668787057812e+13
6.908076387704928933e-01 6.025249865743378906e+11 1.571695503287361362e+02 7.618297234017637500e+13
6.935708693255748791e-01 5.674422948432562256e+11 1.493970538617829789e+02 7.547983323023926562e+13
6.963451528028771209e-01 4.945105570789446411e+11 1.305810184675004848e+02 7.525697852416073438e+13
6.991305334140887062e-01 4.617601145972796021e+11 1.237746351928958148e+02 7.413717345087550000e+13
7.019270555477450380e-01 4.408764688428867798e+11 1.199748572772538040e+02 7.302607175537070312e+13
7.047347637699360456e-01 4.688328144969227295e+11 1.266536192752705858e+02 7.356168325601951562e+13
7.075537028250157290e-01 6.057771960316070557e+11 1.656096383109583883e+02 7.269065360894909375e+13
7.103839176363159202e-01 7.356230404174873047e+11 2.022675927194835026e+02 7.227369846608870312e+13
7.132254533068611568e-01 8.378236285750198975e+11 2.327221213593073799e+02 7.154284380120798438e+13
7.160783551200886610e-01 8.114446527083223877e+11 2.276226611479359576e+02 7.084262875899207812e+13
7.189426685405689854e-01 7.454397999017235107e+11 2.119269119332996070e+02 6.990008897265984375e+13
7.218184392147313222e-01 7.751164137055775146e+11 2.211856404332777117e+02 6.964040155842403125e+13
7.247057129715901436e-01 6.745717108928857422e+11 1.914986936203946186e+02 7.000250331083807031e+13
7.276045358234763949e-01 6.130196541454206543e+11 1.759968325205255724e+02 6.921828089170788281e+13
7.305149539667704639e-01 5.435191015520899048e+11 1.589795961879213166e+02 6.793986569586412500e+13
7.334370137826373703e-01 4.983169921494364014e+11 1.449126102844535922e+02 6.833619273949761719e+13
7.363707618377679509e-01 4.485312330123233643e+11 1.313838964465401205e+02 6.784249548659836719e+13
7.393162448851190449e-01 4.106943093823562012e+11 1.224181148044902727e+02 6.666904896567285938e+13
7.422735098646596752e-01 3.888794830468819580e+11 1.174775041061605236e+02 6.578268285606235938e+13
7.452426039041182282e-01 3.875446323981866455e+11 1.165654075481250089e+02 6.606984708228440625e+13
7.482235743197346300e-01 3.709328694214743042e+11 1.119563731386173515e+02 6.584120341500358594e+13
7.512164686170136330e-01 3.711092001737528076e+11 1.130688098370395807e+02 6.522441043550598438e+13
7.542213344914817652e-01 3.599460231387142944e+11 1.094452407943001191e+02 6.535694752947446094e+13
7.572382198294477229e-01 3.705082371885280762e+11 1.144697305241674172e+02 6.432184144950237500e+13
7.602671727087656484e-01 4.815982603334866333e+11 1.494198268037513060e+02 6.405129911453471094e+13
7.633082413996006288e-01 5.339064928181549683e+11 1.666616840705746085e+02 6.366206157436287500e+13
7.663614743651989691e-01 6.233996627523995361e+11 1.989594465065653424e+02 6.226632882874224219e+13
7.694269202626597970e-01 6.753574783503485107e+11 2.143909027241282104e+02 6.260061822927355469e+13
7.725046279437104424e-01 6.622196909571132812e+11 2.125701509091262835e+02 6.190861259067650000e+13
7.755946464554852593e-01 6.984327278435302734e+11 2.255624534390510973e+02 6.153313383484312500e+13
7.786970250413072225e-01 6.831603473047812500e+11 2.225418261011022878e+02 6.100455523503627344e+13
7.818118131414724115e-01 6.414789779363703613e+11 2.088913810078707058e+02 6.102575616254832812e+13
7.849390603940383793e-01 6.989295749078525391e+11 2.313025632050853631e+02 6.004878635207888281e+13
7.880788166356144098e-01 6.461578149400150146e+11 2.131391069426533704e+02 6.024579246912639844e+13
7.912311319021569922e-01 6.743948999497242432e+11 2.258871652315441168e+02 5.932995022111967188e+13
7.943960564297655180e-01 6.344807597440830078e+11 2.167550320979061667e+02 5.817019640585916406e+13
7.975736406554845281e-01 6.010195214842912598e+11 2.029871981155129959e+02 5.883980047495824219e+13
8.007639352181065151e-01 5.702078134365338135e+11 1.947847672878170613e+02 5.817406812253189844e+13
8.039669909589789443e-01 5.461331399774025879e+11 1.892742086324238073e+02 5.734008781041309375e+13
8.071828589228148276e-01 5.014804015921442871e+11 1.746688849046871894e+02 5.705447049906817969e+13
8.104115903585061842e-01 4.699730222651604004e+11 1.646987132460376984e+02 5.670664909438564844e+13
8.136532367199402760e-01 4.272607967035678711e+11 1.499664917954260659e+02 5.661742009837870312e+13
8.169078496668199518e-01 4.137648341345595093e+11 1.468011088715946073e+02 5.601128071702556250e+13
8.201754810654874328e-01 4.767268379422640381e+11 1.739653897912357650e+02 5.445753875173490625e+13
8.234561829897493190e-01 5.200844888391688843e+11 1.894226282375763617e+02 5.456237991258661719e+13
8.267500077217083687e-01 5.166566573208460693e+11 1.879441489869406325e+02 5.462915485539322656e+13
8.300570077525952772e-01 5.939683106252814941e+11 2.192349625027744366e+02 5.383995926030212500e+13
8.333772357836056743e-01 5.855940924537713623e+11 2.205108197603900066e+02 5.277376088937484375e+13
8.367107447267401188e-01 6.186843575379910889e+11 2.314231949392035403e+02 5.312678225046358594e+13
8.400575877056470908e-01 6.268228544218498535e+11 2.376628773375847175e+02 5.241248292934979688e+13
8.434178180564695371e-01 6.925186046845075684e+11 2.657877793312645167e+02 5.177828940934582812e+13
8.467914893286955236e-01 8.233260284616746826e+11 3.165093907609773396e+02 5.169356778001820312e+13
8.501786552860102208e-01 8.211357376604012451e+11 3.288282125520241834e+02 4.962461428833895312e+13
8.535793699071543283e-01 8.234842186691267090e+11 3.481360593247964630e+02 4.700645862984893750e+13
8.569936873867830540e-01 7.041095590570291748e+11 2.772166898049820816e+02 5.047451201672012500e+13
8.604216621363300899e-01 6.623155357062761230e+11 2.646105007368462907e+02 4.974038352086119531e+13
8.638633487848753623e-01 6.092636551008071289e+11 2.435249815982219843e+02 4.971792722348164062e+13
8.673188021800150027e-01 6.810284352032333984e+11 2.948140513426574785e+02 4.590588121205841406e+13
8.707880773887352044e-01 5.381933631215548706e+11 2.208305905461087377e+02 4.843177275880686719e+13
8.742712296982900755e-01 5.190853616768542480e+11 2.165817429841915498e+02 4.762864203664867969e+13
8.777683146170831563e-01 4.851265291782858887e+11 2.003129335449814903e+02 4.812794247209814844e+13
8.812793878755513788e-01 5.282474652705247803e+11 2.217904692954878101e+02 4.733101347345411719e+13
8.848045054270535781e-01 4.861677427746795044e+11 2.053407052558773671e+02 4.705029520556496094e+13
8.883437234487617795e-01 6.843010027783275146e+11 2.910594770493052010e+02 4.672149098642525781e+13
8.918970983425568155e-01 5.877337671563867188e+11 2.498992010499318326e+02 4.673766778861329688e+13
8.954646867359271623e-01 6.835364693008815918e+11 2.915879128965629548e+02 4.658471419654198438e+13
8.990465454828707736e-01 6.248836388084948730e+11 2.709310492332753029e+02 4.583440910381053906e+13
9.026427316648023558e-01 6.058987991930517578e+11 2.715975106866061992e+02 4.433284154273459375e+13
9.062533025914615292e-01 5.646793962518627930e+11 2.481117955683208720e+02 4.522783425050117188e+13
9.098783158018273198e-01 5.470609098569426270e+11 2.466215452571475168e+02 4.408145600590191406e+13
9.135178290650346478e-01 5.243172014834100342e+11 2.328971960254181113e+02 4.473846798025424219e+13
9.171719003812948134e-01 4.852643149203453979e+11 2.175102871146310690e+02 4.433531677655981250e+13
9.208405879828199803e-01 4.978832813309355469e+11 2.288834976262026828e+02 4.322791846436588281e+13
9.245239503347512100e-01 5.205008372428123169e+11 2.489477398512474906e+02 4.154937607417717969e+13
9.282220461360901620e-01 5.183955558542178345e+11 2.395016604974326526e+02 4.301342278762664062e+13
9.319349343206346781e-01 5.329472776243154907e+11 2.475060114461083742e+02 4.279073620134796094e+13
9.356626740579171431e-01 5.423304959262100220e+11 2.541417533111465730e+02 4.240716755636627344e+13
9.394053247541488405e-01 5.225429817923323364e+11 2.487127073963511350e+02 4.175180985299406250e+13
9.431629460531654185e-01 5.225367359567119141e+11 2.547443093732575790e+02 4.076276158148789062e+13
9.469355978373780180e-01 5.057039457469614258e+11 2.427290582955946832e+02 4.140243015120111719e+13
9.507233402287275092e-01 5.024037144964089966e+11 2.438013447866601666e+02 4.095132958671544531e+13
9.545262335896426142e-01 5.083928445493697510e+11 2.592739188528124146e+02 3.896654131227357031e+13
9.583443385240012491e-01 5.108768486391434937e+11 2.531842771562732821e+02 4.009874236311185156e+13
9.621777158780971950e-01 5.157532211245659180e+11 2.592642173433038693e+02 3.953216776230246094e+13
9.660264267416096562e-01 5.133362657707380371e+11 2.595963813647876464e+02 3.929656366328536719e+13
9.698905324485760371e-01 5.084803295686804810e+11 2.571636741268733317e+02 3.929305507688202344e+13
9.737700945783701600e-01 5.856956882437913818e+11 3.001501745476864471e+02 3.877793591041517188e+13
9.776651749566835914e-01 5.927584313949677734e+11 3.056496482617724837e+02 3.853941354234991406e+13
