P[bar] T[K] H H2 He H2O CH4 CO CO2 NH3 N2 H2S HCN C2H2 Na K TiO VO FeH e- H- PH3 CaH MgH CrH Fe Mg Ca SiO AlH
5.145322575168481769e-04 2.991550310620162691e+03 8.908864972057499720e-01 1.845539084917004538e-02 8.992492716396882635e-02 4.448040641939464419e-07 9.999999999999999293e-41 2.909873575855511599e-04 9.528337582512356563e-10 5.407180051042033296e-14 3.632971528773167101e-05 6.259356581287211681e-11 9.696907013826248826e-12 9.999999999999999293e-41 2.194777256118475427e-08 6.488899620963312943e-11 2.059114392904323206e-09 1.193443930733955559e-11 3.874212672979852300e-10 6.868797788799307101e-06 9.189652290355300563e-11 9.999999999999999293e-41 7.361190492884411370e-12 2.292981045394801548e-10 1.583206740620659435e-11 3.019305274191303736e-05 3.612295352279142285e-05 2.298311102785382255e-07 2.286031306129459144e-05 4.352448777231348676e-10
3.246479068522293340e-04 3.152845852730064507e+03 9.061077104598482812e-01 4.501769210444122281e-03 8.868644779568519987e-02 2.521468989238501818e-08 9.999999999999999293e-41 2.869155191517030719e-04 2.089759952316766233e-10 9.999999999999999293e-41 3.203510755253765035e-05 4.924328528294802791e-12 1.211210923685320831e-11 9.999999999999999293e-41 7.102868945500854194e-09 2.464300961606303707e-11 1.477904661705303775e-10 1.141643409783381471e-12 1.598954977982551051e-10 1.174058276606569613e-05 7.527566615483567674e-11 9.999999999999999293e-41 9.172968863307179633e-13 9.698336563917497821e-11 3.796357936198885905e-12 2.897985159531849878e-05 3.276182365844703640e-05 6.551216924408738224e-08 6.184267481467579454e-06 5.790648654677818281e-11
2.048389811985356626e-04 3.226581431992781290e+03 9.089662314540318810e-01 1.870853339256143156e-03 8.845229619149932998e-02 4.227669639658676111e-09 9.999999999999999293e-41 2.859339492322248203e-04 8.250349523588151902e-11 9.999999999999999293e-41 2.751439929846833822e-05 9.700718804128039598e-13 1.131421568485441484e-11 9.999999999999999293e-41 3.911210650817981104e-09 1.456076322308789092e-11 2.817358983234644145e-11 2.484559286510570879e-13 8.140462270573782321e-11 1.720428030431365830e-05 6.142534475822939775e-11 9.999999999999999293e-41 2.518539453869642666e-13 4.735398563531043733e-11 1.252729984525295795e-12 2.770252666334182707e-05 2.901538820635085020e-05 3.354666091037904079e-08 2.121580630375785722e-06 1.544410558513930165e-11
1.292446596230562472e-04 3.254887633652368095e+03 9.098906687372522173e-01 1.014818209481342659e-03 8.837569810733296449e-02 1.230250650160969933e-09 9.999999999999999293e-41 2.853162778082825942e-04 4.387833766513885568e-11 9.999999999999999293e-41 2.379796797612108815e-05 2.994612586288718170e-13 9.108248330365979533e-12 9.999999999999999293e-41 2.621415266164521546e-09 1.001085442517988354e-11 9.593299102868637133e-12 8.936156067719450808e-14 4.614014490940900956e-11 2.204329319310116084e-05 4.744874340409611435e-11 9.999999999999999293e-41 9.780045815135423907e-14 2.529916678251786380e-11 5.269057418244475204e-13 2.645918627537595150e-05 2.579880018446325168e-05 2.189982309893745582e-08 1.051089209174432578e-06 5.950776706561902153e-12
8.154786722400998093e-05 3.271516338935911335e+03 9.103492703035683808e-01 5.861814806539436930e-04 8.833688924459064118e-02 4.083376765242185640e-10 9.999999999999999293e-41 2.845647439723487959e-04 2.505235636781955612e-11 9.999999999999999293e-41 2.011840510545844868e-05 1.027739243030106378e-13 6.976506656679986915e-12 9.999999999999999293e-41 1.830088179219544953e-09 7.093377860253326758e-12 3.729872386653977506e-12 3.594809310369310615e-14 2.653781162993688422e-11 2.720668578182862935e-05 3.597702768901597983e-11 9.999999999999999293e-41 4.098622947995183008e-14 1.354706034056817852e-11 2.323978330194483919e-13 2.499937674713781260e-05 2.252989411677243253e-05 1.505609755240611598e-08 5.706319659054236956e-07 2.484650048616682141e-12
5.145322575168470385e-05 3.276741221180705452e+03 9.105887765487550300e-01 3.588845667742620324e-04 8.831592955286265978e-02 1.532530174660765357e-10 9.999999999999999293e-41 2.836095481404739705e-04 1.528607772607903099e-11 9.999999999999999293e-41 1.685320569121444021e-05 3.888817390569773039e-14 5.126575025473432167e-12 9.999999999999999293e-41 1.319857907304756905e-09 5.141238458842942356e-12 1.647499558731773618e-12 1.617516616982225189e-14 1.550183585884589183e-11 3.228467974857032936e-05 2.669224281737698316e-11 9.999999999999999293e-41 1.835011200749993801e-14 7.328841679324672967e-12 1.080779324779537565e-13 2.342939505269251967e-05 1.950685348741226777e-05 1.081000059074338312e-08 3.405561468664516235e-07 1.117313023383905513e-12
3.246479068522286834e-05 3.270545851242729441e+03 9.107184014818657802e-01 2.332705345804324054e-04 8.830408895336064323e-02 6.524655999699922039e-11 9.999999999999999293e-41 2.825621816394463591e-04 9.987838170512604284e-12 9.999999999999999293e-41 1.430562801562364703e-05 1.626387316855463955e-14 3.653388785321140182e-12 9.999999999999999293e-41 9.839819469257730677e-10 3.813118066014120025e-12 8.339250370072913876e-13 9.999999999999999293e-41 9.265527768602486520e-12 3.679622459759162830e-05 1.937051572878464827e-11 9.999999999999999293e-41 9.999999999999999293e-41 4.066712925443524125e-12 5.359804277792457857e-14 2.192781344753950631e-05 1.698945529118725130e-05 8.116604904507478160e-09 2.251484535108878701e-07 5.438922418037497392e-13
2.048389811985352560e-05 3.257444806458354833e+03 9.107945897547718994e-01 1.573839818197569592e-04 8.829673600598714200e-02 3.005101153910372396e-11 9.999999999999999293e-41 2.814583921575949184e-04 6.810796822620802178e-12 9.999999999999999293e-41 1.228811675718667234e-05 9.999999999999999293e-41 2.558801661919770476e-12 9.999999999999999293e-41 7.483260606092536402e-10 2.866763194859060804e-12 4.595419367477931181e-13 9.999999999999999293e-41 5.613977369674001307e-12 4.086854341421827558e-05 1.385482722330716666e-11 9.999999999999999293e-41 9.999999999999999293e-41 2.294082196476222619e-12 2.768040911950526809e-14 2.049058055677881052e-05 1.486132814557407514e-05 6.262173850998627116e-09 1.586973465035771735e-07 2.780553533562195207e-13
1.292446596230559897e-05 3.243152470903751237e+03 9.108427505254359513e-01 1.071191402894384071e-04 8.829164670928192626e-02 1.411143321557865155e-11 9.999999999999999293e-41 2.801207499524530249e-04 4.691615304287070187e-12 9.999999999999999293e-41 1.046097791276595390e-05 9.999999999999999293e-41 1.771876126116339310e-12 9.999999999999999293e-41 5.698912189364244444e-10 2.155155901245300554e-12 2.573911190585742309e-13 9.999999999999999293e-41 3.381884814610897549e-12 4.497009149291844376e-05 9.845026692890739901e-12 9.999999999999999293e-41 9.999999999999999293e-41 1.285159894591500256e-12 1.435103218654621748e-14 1.896686273507582095e-05 1.287118877247350586e-05 4.845707295439805578e-09 1.133040804000988505e-07 1.432140564549031457e-13
8.154786722400982169e-06 3.236644911207131372e+03 9.108741477819575216e-01 7.021869532508895350e-05 8.828752900038078222e-02 6.148681350549609799e-12 9.999999999999999293e-41 2.777553661627151383e-04 3.097195498692795328e-12 9.999999999999999293e-41 8.330246265831960732e-06 9.999999999999999293e-41 1.204449572193674398e-12 9.999999999999999293e-41 4.200306084853978921e-10 1.578037400689829375e-12 1.306284973576249861e-13 9.999999999999999293e-41 1.936566527490030244e-12 5.013757541143006307e-05 7.006306407884697517e-12 9.999999999999999293e-41 9.999999999999999293e-41 6.769900402131037877e-13 9.999999999999999293e-41 1.694835802990714467e-05 1.061325262674282289e-05 3.601198008152823759e-09 7.523847447692577945e-08 6.909386042779578347e-14
5.145322575168460390e-06 3.256410940336792464e+03 9.108897136059843636e-01 4.039785497580642001e-05 8.828325055213344374e-02 2.073548619819824024e-12 9.999999999999999293e-41 2.708150399762121073e-04 1.763212916914183283e-12 9.999999999999999293e-41 5.287343390487708262e-06 9.999999999999999293e-41 7.645186930966606131e-13 9.999999999999999293e-41 2.773064158040456650e-10 1.058260462828749607e-12 4.750611392019968598e-14 9.999999999999999293e-41 9.349810668286657591e-13 5.872978700928629237e-05 5.034935266113799870e-12 9.999999999999999293e-41 9.999999999999999293e-41 2.924558714053241702e-13 9.999999999999999293e-41 1.346528136086443249e-05 7.488378793483537863e-06 2.334432834494874804e-09 3.889197928482904779e-08 2.671516837571235884e-14
3.246479068522279719e-06 3.329097448205387536e+03 9.108710298599738131e-01 1.792939810309948087e-05 8.827708144343777985e-02 4.393041902951106398e-13 9.999999999999999293e-41 2.420045394785746149e-04 7.411390555629606367e-13 9.999999999999999293e-41 1.945707629607767632e-06 9.999999999999999293e-41 3.661337990127158621e-13 9.999999999999999293e-41 1.432931541834493781e-10 5.805440245356331727e-13 9.999999999999999293e-41 9.999999999999999293e-41 2.911474052068603651e-13 7.397011179559631101e-05 3.592334021280105578e-12 9.999999999999999293e-41 9.999999999999999293e-41 8.009480493102415019e-14 9.999999999999999293e-41 7.670082819704581578e-06 3.646340215324729997e-06 1.123522713064438375e-09 1.188266283115203510e-08 9.999999999999999293e-41
2.048389811985348071e-06 3.463572234316148297e+03 9.107773194153383489e-01 6.014495294827874597e-06 8.826569347318455327e-02 6.227916804454848895e-14 9.999999999999999293e-41 1.456662965260154094e-04 1.837364013985343904e-13 9.999999999999999293e-41 3.564032064525225061e-07 9.999999999999999293e-41 8.214594094504586758e-14 9.999999999999999293e-41 5.271418701283148240e-11 2.378719008751392272e-13 9.999999999999999293e-41 9.999999999999999293e-41 4.467592720407787436e-14 9.361092715567622844e-05 2.357833754437307407e-12 9.999999999999999293e-41 9.999999999999999293e-41 3.866583713678373857e-18 9.999999999999999293e-41 2.413483901383397392e-06 1.039549586949589203e-06 3.636762985332057411e-10 1.651956560312208083e-09 9.999999999999999293e-41
1.292446596230557017e-06 3.626457992816234309e+03 9.106721665778796382e-01 1.840697898865498275e-06 8.825470861440830317e-02 9.999999999999999293e-41 9.999999999999999293e-41 3.764777775491870312e-05 1.603425382247469116e-20 9.999999999999999293e-41 5.018553925036530254e-08 9.999999999999999293e-41 9.999999999999999293e-41 9.999999999999999293e-41 1.539701657142558516e-11 7.864878191314340054e-14 9.999999999999999293e-41 9.999999999999999293e-41 9.999999999999999293e-41 1.056332062096229684e-04 1.335045396131947573e-12 9.999999999999999293e-41 9.999999999999999293e-41 9.999999999999999293e-41 9.999999999999999293e-41 4.951984263430567562e-07 2.126472996512308897e-07 9.177973388270465846e-11 9.580150289985263880e-11 9.999999999999999293e-41
