Time,ymodel
2455950.475745819,1.0027930919481822
2455950.4771231343,1.002816272337681
2455950.478500449,1.0028394527193425
2455950.479877764,1.0028626331010042
2455950.4812550787,1.0028858134826657
2455950.4826323935,1.0029089938643274
2455950.4840097083,1.002932174245989
2455950.485387023,1.0029553546276506
2455950.486764338,1.002978535009312
2455950.4881416527,1.0030017153909738
2455950.4895189675,1.0030248957726353
2455950.4908962823,1.003048076154297
2455950.492273597,1.0030712565359585
2455950.493650912,1.0030944369176202
2455950.4950282266,1.0031176172992817
2455950.4964055414,1.0031407976809434
2455950.497782856,1.003163978062605
2455950.499160171,1.0031871584442666
2455950.500537486,1.0032103388259284
2455950.5019148006,1.0032335192075899
2455950.5032921154,1.0032566995892516
2455950.50466943,1.003279879970913
2455950.506046745,1.0033030603525748
2455950.50742406,1.0033262407342363
2455950.508801375,1.003349421123735
2455950.542273597,1.0039127628373004
2455950.5436509117,1.0039359432189618
2455950.5450282265,1.0039591236006236
2455950.5464055417,1.0034281046415736
2455950.5477828565,1.002310196835479
2455950.5491601713,1.0008398862653924
2455950.550537486,0.9991210281548971
2455950.551914801,0.9972295387567389
2455950.5532921157,0.9952313379609867
2455950.5546694305,0.9931897996255279
2455950.5560467453,0.9911716697521556
2455950.55742406,0.9892535114244325
2455950.558801375,0.9875352355419224
2455950.5601786897,0.9861827962803019
2455950.5615560045,0.9856119764468972
2455950.5629333192,0.985318527902844
2455950.564310634,0.9850859195033974
2455950.565687949,0.9848929331594077
2455950.5670652636,0.9847289586786384
2455950.5684425784,0.9845875488564464
2455950.569819893,0.9844643812940034
2455950.571197208,0.9843564476360637
2455950.572574523,0.9842615040192911
2455950.5739518376,0.9841777554902016
2455950.5753291524,0.984103948159115
2455950.6088129487,0.9840799877298817
2455950.6101902635,0.9841361610731678
2455950.6115675787,0.9841971350231348
2455950.6129448935,0.9842631740839886
2455950.6143222083,0.9843345301416749
2455950.615699523,0.9844113724677999
2455950.617076838,0.9844941512889752
2455950.6184541527,0.9845832805775838
2455950.6198314675,0.9846791410761901
2455950.6212087823,0.9847824705186125
2455950.622586097,0.9848938361518591
2455950.623963412,0.985014221172658
2455950.6253407267,0.9851447172187109
2455950.6267180415,0.9852866217333934
2455950.6280953563,0.9854417489555715
2455950.629472671,0.9856124506784532
2455950.630849986,0.9858018049127575
2455950.6322273007,0.9860144504684092
2455950.6336046155,0.9862570482010143
2455950.6349819303,0.9865410694282887
2455950.636359245,0.9868899939692617
2455950.63773656,0.9875951572415524
2455950.6391138746,0.9890511262952102
2455950.6404911894,0.9908469894688454
2455950.641868504,0.9928296357575158
