Time,ymodel
2455950.475745819,1.002644503179043
2455950.4771231343,1.0026677450243657
2455950.478500449,1.0026909868618306
2455950.479877764,1.0027142286992956
2455950.4812550787,1.0027374705367604
2455950.4826323935,1.0027607123742253
2455950.4840097083,1.00278395421169
2455950.485387023,1.002807196049155
2455950.486764338,1.00283043788662
2455950.4881416527,1.0028536797240848
2455950.4895189675,1.0028769215615496
2455950.4908962823,1.0029001633990144
2455950.492273597,1.0029234052364795
2455950.493650912,1.0029466470739443
2455950.4950282266,1.0029698889114091
2455950.4964055414,1.002993130748874
2455950.497782856,1.0030163725863388
2455950.499160171,1.0030396144238038
2455950.500537486,1.0030628562612687
2455950.5019148006,1.0030860980987335
2455950.5032921154,1.0031093399361983
2455950.50466943,1.0031325817736632
2455950.506046745,1.0031558236111282
2455950.50742406,1.003179065448593
2455950.508801375,1.0032023072939158
2455950.542273597,1.0037671425384345
2455950.5436509117,1.0037903843758993
2455950.5450282265,1.0037928625221528
2455950.5464055417,1.003107235003046
2455950.5477828565,1.001899275523167
2455950.5491601713,1.0003520509854846
2455950.550537486,0.9985621779797711
2455950.551914801,0.9966023211963074
2455950.5532921157,0.9945363275835943
2455950.5546694305,0.9924257857970592
2455950.5560467453,0.9903354153911279
2455950.55742406,0.9883388540942011
2455950.558801375,0.9865303046119953
2455950.5601786897,0.9850572474189455
2455950.5615560045,0.984324944779044
2455950.5629333192,0.9840030993267164
2455950.564310634,0.983750528060453
2455950.565687949,0.9835417114498686
2455950.5670652636,0.9833644878126944
2455950.5684425784,0.983211747879933
2455950.569819893,0.9830786557537603
2455950.571197208,0.9829619372961031
2455950.572574523,0.9828591577356218
2455950.5739518376,0.9827683809253736
2455950.5753291524,0.982688239142369
2455950.6088129487,0.9826275764425187
2455950.6101902635,0.98268596320548
2455950.6115675787,0.9827494627312335
2455950.6129448935,0.982818296813825
2455950.6143222083,0.9828927939575893
2455950.615699523,0.982973226604911
2455950.617076838,0.9830598987916941
2455950.6184541527,0.9831533856654939
2455950.6198314675,0.9832540377228244
2455950.6212087823,0.9833626818207745
2455950.622586097,0.9834798812875815
2455950.623963412,0.983606744095178
2455950.6253407267,0.9837444144668067
2455950.6267180415,0.9838943392983515
2455950.6280953563,0.9840584468683193
2455950.629472671,0.9842392450824077
2455950.630849986,0.9844402554416142
2455950.6322273007,0.9846664286170722
2455950.6336046155,0.9849253586410119
2455950.6349819303,0.9852300795069578
2455950.636359245,0.9856092664622595
2455950.63773656,0.9864889982458067
2455950.6391138746,0.9880599224425392
2455950.6404911894,0.9899444237097959
2455950.641868504,0.9920047583508687
