Time,ymodel
2455950.475745819,1.0026489187326313
2455950.4771231343,1.002683319132029
2455950.478500449,1.0027177195197963
2455950.479877764,1.0027521199075635
2455950.4812550787,1.0027865202953308
2455950.4826323935,1.002820920683098
2455950.4840097083,1.0028553210708653
2455950.485387023,1.0028897214586325
2455950.486764338,1.0029241218463998
2455950.4881416527,1.0029585222341668
2455950.4895189675,1.002992922621934
2455950.4908962823,1.0030273230097013
2455950.492273597,1.0030617233974686
2455950.493650912,1.0030961237852358
2455950.4950282266,1.003130524173003
2455950.4964055414,1.0031649245607703
2455950.497782856,1.0031993249485376
2455950.499160171,1.0032337253363048
2455950.500537486,1.003268125724072
2455950.5019148006,1.0033025261118393
2455950.5032921154,1.0033369264996064
2455950.50466943,1.0033713268873736
2455950.506046745,1.0034057272751409
2455950.50742406,1.0034401276629081
2455950.508801375,1.0034745280623059
2455950.542273597,1.0043105442105733
2455950.5436509117,1.0043449445983406
2455950.5450282265,1.0043212519143176
2455950.5464055417,1.0035673616683842
2455950.5477828565,1.0023160088805227
2455950.5491601713,1.0007323876009815
2455950.550537486,0.9989091207922439
2455950.551914801,0.9969173794638173
2455950.5532921157,0.9948196063005863
2455950.5546694305,0.9926764940570851
2455950.5560467453,0.990551698305494
2455950.55742406,0.9885171731097188
2455950.558801375,0.9866640371924966
2455950.5601786897,0.9851309444665814
2455950.5615560045,0.9842996466192898
2455950.5629333192,0.9839695363647056
2455950.564310634,0.9837148185980107
2455950.565687949,0.9835066372192841
2455950.5670652636,0.9833317657009454
2455950.5684425784,0.983182581704713
2455950.569819893,0.983053984689397
2455950.571197208,0.9829425079600912
2455950.572574523,0.982845564035093
2455950.5739518376,0.9827612140773734
2455950.5753291524,0.9826878913904221
2455950.6088129487,0.9828678736175569
2455950.6101902635,0.9829384801267983
2455950.6115675787,0.9830144611347273
2455950.6129448935,0.9830960541372744
2455950.6143222083,0.98318340854844
2455950.615699523,0.9832769656227496
2455950.617076838,0.9833771068399603
2455950.6184541527,0.9834841818182394
2455950.6198314675,0.9835988948794617
2455950.6212087823,0.9837217392124661
2455950.622586097,0.9838536556965127
2455950.623963412,0.9839956118062951
2455950.6253407267,0.984148750994476
2455950.6267180415,0.9843147216349916
2455950.6280953563,0.9844955313270599
2455950.629472671,0.9846938676755753
2455950.630849986,0.984913295359691
2455950.6322273007,0.9851592134376502
2455950.6336046155,0.9854397248651406
2455950.6349819303,0.9857690147668364
2455950.636359245,0.9861800073186079
2455950.63773656,0.9871878768691813
2455950.6391138746,0.9888389859914793
2455950.6404911894,0.9907902712498451
2455950.641868504,0.9929114454389989
