#Wavelength[um] Transit_Depth(Rp/Rstar)^2        
1.221590852916901310e-01 2.184706809407272257e-02
1.226477216328568792e-01 2.185665594049754357e-02
1.231383125193883099e-01 2.196186572428350525e-02
1.236308657694658586e-01 2.190641195590698267e-02
1.241253892325437369e-01 2.197735977979944216e-02
1.246218907894739159e-01 2.207882669919408042e-02
1.251203783526317892e-01 2.209394823574212588e-02
1.256208598660423226e-01 2.219405898076827477e-02
1.261233433055065078e-01 2.211056364599605500e-02
1.266278366787285392e-01 2.229474366890602660e-02
1.271343480254434610e-01 2.214142066968217970e-02
1.276428854175452321e-01 2.215590306113263130e-02
1.281534569592154005e-01 2.232628290530555559e-02
1.286660707870522780e-01 2.228270163232319578e-02
1.291807350702004475e-01 2.216651513256730210e-02
1.296974580104812425e-01 2.221411009262705058e-02
1.302162478425231973e-01 2.237160092540647904e-02
1.307371128338932764e-01 2.234377867182996830e-02
1.312600612852288795e-01 2.224536459943840527e-02
1.317851015303697915e-01 2.236000989558079716e-02
1.323122419364912705e-01 2.234313034469776610e-02
1.328414909042372472e-01 2.233147742306589023e-02
1.333728568678542170e-01 2.235655030701654000e-02
1.339063482953256612e-01 2.239241909050542281e-02
1.344419736885069383e-01 2.236308956087907848e-02
1.349797415832609815e-01 2.236159511124826554e-02
1.355196605495940232e-01 2.236111231718711928e-02
1.360617391917924301e-01 2.236187439506047425e-02
1.366059861485595939e-01 2.238401319584094884e-02
1.371524100931538481e-01 2.240061661816579799e-02
1.377010197335264696e-01 2.239075820387420590e-02
1.382518238124605670e-01 2.235396150811785193e-02
1.388048311077104136e-01 2.237250110384955692e-02
1.393600504321412248e-01 2.239589315345407936e-02
1.399174906338697677e-01 2.240194692891054468e-02
1.404771605964052761e-01 2.237620495929814116e-02
1.410390692387908651e-01 2.239372795390043996e-02
1.416032255157460562e-01 2.236244924539766699e-02
1.421696384178090522e-01 2.240768639926826039e-02
1.427383169714803168e-01 2.238695017423738762e-02
1.433092702393662099e-01 2.232654194281781523e-02
1.438825073203236771e-01 2.236567763093185585e-02
1.444580373496049674e-01 2.233806601067704622e-02
1.450358694990033503e-01 2.237596244331103990e-02
1.456160129769993872e-01 2.233548879388155481e-02
1.461984770289073976e-01 2.229820514114664448e-02
1.467832709370230082e-01 2.236510080316432211e-02
1.473704040207710897e-01 2.234291463956158269e-02
1.479598856368541382e-01 2.239654993764846405e-02
1.485517251794015725e-01 2.235596583361492556e-02
1.491459320801191979e-01 2.233643278124515519e-02
1.497425158084396690e-01 2.236726673782809746e-02
1.503414858716734248e-01 2.229777269174638629e-02
1.509428518151600951e-01 2.235485615794889636e-02
1.515466232224207677e-01 2.238921146684179353e-02
1.521528097153104220e-01 2.233117076515177962e-02
1.527614209541716672e-01 2.238088055701396850e-02
1.533724666379883694e-01 2.235584529435571260e-02
1.539859565045403056e-01 2.227769803730528936e-02
1.546019003305584838e-01 2.240323014813760602e-02
1.552203079318807133e-01 2.233476186475379793e-02
1.558411891636082569e-01 2.233677876974907162e-02
1.564645539202626778e-01 2.235379213996419728e-02
1.570904121359437411e-01 2.229629322937254701e-02
1.577187737844875093e-01 2.233660900318455017e-02
1.583496488796254653e-01 2.229081134057320571e-02
1.589830474751439959e-01 2.223651501900244382e-02
1.596189796650445414e-01 2.229790072577492871e-02
1.602574555837047166e-01 2.231409137517087471e-02
1.608984854060395708e-01 2.228144381999391452e-02
1.615420793476636807e-01 2.230705401552321443e-02
1.621882476650543525e-01 2.226944392311674265e-02
1.628370006557145755e-01 2.231789460892295157e-02
1.634883486583374457e-01 2.229899344328344774e-02
1.641423020529707844e-01 2.223520214364586856e-02
1.647988712611826723e-01 2.230865469710437837e-02
1.654580667462274002e-01 2.236068111391950261e-02
1.661198990132123077e-01 2.228789478779394720e-02
1.667843786092651215e-01 2.231790426204820210e-02
1.674515161237022098e-01 2.228327504992070815e-02
1.681213221881969755e-01 2.222049293828681077e-02
1.687938074769497754e-01 2.222006815262458912e-02
1.694689827068575905e-01 2.214792917832683616e-02
1.701468586376850278e-01 2.218510033996300146e-02
1.708274460722357391e-01 2.224618849758266265e-02
1.715107558565246715e-01 2.222914220230441662e-02
1.721967988799507909e-01 2.225062251626656537e-02
1.728855860754705820e-01 2.224332512360208819e-02
1.735771284197724640e-01 2.219767428138536697e-02
1.742714369334515678e-01 2.217242143831411882e-02
1.749685226811853456e-01 2.211140119332936568e-02
1.756683967719100681e-01 2.208296229151597567e-02
1.763710703589977391e-01 2.200094211550470552e-02
1.770765546404337309e-01 2.208686337999233792e-02
1.777848608589954471e-01 2.213513466087421028e-02
1.784960003024314568e-01 2.204547392413172199e-02
1.792099843036411844e-01 2.210497018937339353e-02
1.799268242408557650e-01 2.205203835496024473e-02
1.806465315378191772e-01 2.201141991142143567e-02
1.813691176639704306e-01 2.206234923634008832e-02
1.820945941346263086e-01 2.195936216839382282e-02
1.828229725111648329e-01 2.185121735564388851e-02
1.835542644012094771e-01 2.201306806650416351e-02
1.842884814588143239e-01 2.194036758575674401e-02
1.850256353846495561e-01 2.195558804394226113e-02
1.857657379261881403e-01 2.196907303421321428e-02
1.865088008778928996e-01 2.184454790526965326e-02
1.872548360814044743e-01 2.186017466368405521e-02
1.880038554257300876e-01 2.191005328719185935e-02
1.887558708474330049e-01 2.176579056307204052e-02
1.895108943308226879e-01 2.176773080343433545e-02
1.902689379081460019e-01 2.182916299518737613e-02
1.910300136597785636e-01 2.166136527614355434e-02
1.917941337144176972e-01 2.168319774090612939e-02
1.925613102492753359e-01 2.173450067088455312e-02
1.933315554902724498e-01 2.160225355512027795e-02
1.941048817122335568e-01 2.163928354240766960e-02
1.948813012390824828e-01 2.166936038405534171e-02
1.956608264440388156e-01 2.152611872369619705e-02
1.964434697498149418e-01 2.159025518970455332e-02
1.972292436288141937e-01 2.159173735744744985e-02
1.980181606033294406e-01 2.149253807838357594e-02
1.988102332457427346e-01 2.154731763989300997e-02
1.996054741787257336e-01 2.156945115465000798e-02
2.004038960754406518e-01 2.149170150475205113e-02
2.012055116597424309e-01 2.149590945733725889e-02
2.020103337063813842e-01 2.153521483390930663e-02
2.028183750412069219e-01 2.153483754196636527e-02
2.036296485413717494e-01 2.149475256872563494e-02
2.044441671355372303e-01 2.148383240317952581e-02
2.052619438040793887e-01 2.142991315610372899e-02
2.060829915792957157e-01 2.147253867096812763e-02
2.069073235456129201e-01 2.151680920802322844e-02
2.077349528397953449e-01 2.149253762415267999e-02
2.085658926511545219e-01 2.152332018249357090e-02
2.094001562217591150e-01 2.158478526307055362e-02
2.102377568466461677e-01 2.163141147228872518e-02
2.110787078740327671e-01 2.166632286287462419e-02
2.119230227055288740e-01 2.164970066205323257e-02
2.127707147963510126e-01 2.167524780367654710e-02
2.136217976555363773e-01 2.166457185748132605e-02
2.144762848461585492e-01 2.176869089729683432e-02
2.153341899855431840e-01 2.176045645283789659e-02
2.161955267454853669e-01 2.177183615323114926e-02
2.170603088524672986e-01 2.178281359099182996e-02
2.179285500878772042e-01 2.183610431275284994e-02
2.188002642882286852e-01 2.185794049108693779e-02
2.196754653453815986e-01 2.179137682425607778e-02
2.205541672067631020e-01 2.181704710588469251e-02
2.214363838755901703e-01 2.180723727989029859e-02
2.223221294110925284e-01 2.191193341409972128e-02
2.232114179287369160e-01 2.171996399010842765e-02
2.241042636004518529e-01 2.180770231546522858e-02
2.250006806548536520e-01 2.166241891444156686e-02
2.259006833774730438e-01 2.189554472282072284e-02
2.268042861109829667e-01 2.180353300046821916e-02
2.277115032554268836e-01 2.172983294288899012e-02
2.286223492684485714e-01 2.167392391076963798e-02
2.295368386655223802e-01 2.157330985813185262e-02
2.304549860201844658e-01 2.192292289169453512e-02
2.313768059642651864e-01 2.165168234171202521e-02
2.323023131881222503e-01 2.161558329805388437e-02
2.332315224408747223e-01 2.149135296985017068e-02
2.341644485306381973e-01 2.160451803988462649e-02
2.351011063247607502e-01 2.186758338171651550e-02
2.360415107500598020e-01 2.164403680548759520e-02
2.369856767930600405e-01 2.184787101506847906e-02
2.379336195002322851e-01 2.164108256838611841e-02
2.388853539782332114e-01 2.165095550270699706e-02
2.398408953941461863e-01 2.150313265860240297e-02
2.408002589757227141e-01 2.142925031624579729e-02
2.417634600116256582e-01 2.178491533185565945e-02
2.427305138516721306e-01 2.146376866397638888e-02
2.437014359070788505e-01 2.139269273992660744e-02
2.446762416507071713e-01 2.119744066892916001e-02
2.456549466173099938e-01 2.129424010598788761e-02
2.466375664037792625e-01 2.134352832479401857e-02
2.476241166693943785e-01 2.133060282460824339e-02
2.486146131360719436e-01 2.193244925944170393e-02
2.496090715886161993e-01 2.154402852366450391e-02
2.506075078749706586e-01 2.152359340414165476e-02
2.516099379064705155e-01 2.152664625181946456e-02
2.526163776580964138e-01 2.152294622933611026e-02
2.536268431687287994e-01 2.106759966551602359e-02
2.546413505414037437e-01 2.099559743322942929e-02
2.556599159435693491e-01 2.106478105147394780e-02
2.566825556073435988e-01 2.129928685180697973e-02
2.577092858297729827e-01 2.119725394209801689e-02
2.587401229730920682e-01 2.131406427388420760e-02
2.597750834649844576e-01 2.119619435230246651e-02
2.608141837988444123e-01 2.112054178763331930e-02
2.618574405340398092e-01 2.097363547185832067e-02
2.629048702961759298e-01 2.084498808896215194e-02
2.639564897773606367e-01 2.079628934155208081e-02
2.650123157364701054e-01 2.084565282669471886e-02
2.660723649994159445e-01 2.085832117110434161e-02
2.671366544594135917e-01 2.095073062018215984e-02
2.682052010772512096e-01 2.082875132107522495e-02
2.692780218815602478e-01 2.090304594189867915e-02
2.703551339690865030e-01 2.075971727962008795e-02
2.714365545049627904e-01 2.085988535184832293e-02
2.725223007229827243e-01 2.086855954833341173e-02
2.736123899258746106e-01 2.082923573109695531e-02
2.747068394855781692e-01 2.082202419879099556e-02
2.758056668435204806e-01 2.074912047739974411e-02
2.769088895108945403e-01 2.058752197027719638e-02
2.780165250689380918e-01 2.066495931685428944e-02
2.791285911692138466e-01 2.086582727428614240e-02
2.802451055338907038e-01 2.085326646909547305e-02
2.813660859560263017e-01 2.055799357577996547e-02
2.824915502998503469e-01 2.057889954305412716e-02
2.836215165010497197e-01 2.060767093562224789e-02
2.847560025670539119e-01 2.131609361755721146e-02
2.858950265773221866e-01 2.093576964610612684e-02
2.870386066836315142e-01 2.056102606758097862e-02
2.881867611103660631e-01 2.044300006088034874e-02
2.893395081548075787e-01 2.031884720717204787e-02
2.904968661874267610e-01 2.030565678080926278e-02
2.916588536521764197e-01 2.027274745567000241e-02
2.928254890667851273e-01 2.030332165888311044e-02
2.939967910230522619e-01 2.031532366399832826e-02
2.951727781871444911e-01 2.037367729455791254e-02
2.963534692998930908e-01 2.033117555290464909e-02
2.975388831770926501e-01 2.032005032645873427e-02
2.987290387098009981e-01 2.025827797410046510e-02
2.999239548646402409e-01 2.035959974922993757e-02
3.011236506840988536e-01 2.013635831609314475e-02
3.023281452868351593e-01 2.049700313570190086e-02
3.035374578679824742e-01 2.007203307004074705e-02
3.047516076994544187e-01 2.011641478140692094e-02
3.059706141302522830e-01 2.007452516016040162e-02
3.071944965867733357e-01 1.992967542675525006e-02
3.084232745731204095e-01 1.980188632479143451e-02
3.096569676714128194e-01 1.991871466775661445e-02
3.108955955420985018e-01 1.969865622726668652e-02
3.121391779242668751e-01 1.972625068016964356e-02
3.133877346359639215e-01 1.967859099717531035e-02
3.146412855745078230e-01 1.962707068667339516e-02
3.158998507168058190e-01 1.966908367818306913e-02
3.171634501196730627e-01 1.956224326779424511e-02
3.184321039201517545e-01 1.964276258037146727e-02
3.197058323358323295e-01 1.968551052512348964e-02
3.209846556651756444e-01 1.961174166752220963e-02
3.222685942878363852e-01 1.959463487530732628e-02
3.235576686649877520e-01 1.961907749003132320e-02
3.248518993396476984e-01 1.951639979727131519e-02
3.261513069370062801e-01 1.948435650841288599e-02
3.274559121647543369e-01 1.943997363194884323e-02
3.287657358134133401e-01 1.943585568195635091e-02
3.300807987566670154e-01 1.951719294605627764e-02
3.314011219516936890e-01 1.937325965101795860e-02
3.327267264395004642e-01 1.939042651470075651e-02
3.340576333452584534e-01 1.938173645742712059e-02
3.353938638786395088e-01 1.937620719964129601e-02
3.367354393341540630e-01 1.937227330546115525e-02
3.380823810914907468e-01 1.936724501200207810e-02
3.394347106158566718e-01 1.936032642859209299e-02
3.407924494583201014e-01 1.937440222698345177e-02
3.421556192561533982e-01 1.940069042202488200e-02
3.435242417331779707e-01 1.960199486190207854e-02
3.448983387001106626e-01 1.954117340255858565e-02
3.462779320549111417e-01 1.948189475353229866e-02
3.476630437831307319e-01 1.957362006825734066e-02
3.490536959582632992e-01 1.954007192769172466e-02
3.504499107420963600e-01 1.935651425860159328e-02
3.518517103850647421e-01 1.937290840821463342e-02
3.532591172266050239e-01 1.937004834874209505e-02
3.546721536955114717e-01 1.926234186411032376e-02
3.560908423102934761e-01 1.939760696698716522e-02
3.575152056795346533e-01 1.955252185184859492e-02
3.589452665022527800e-01 1.941763803509175337e-02
3.603810475682617254e-01 1.933806279219500018e-02
3.618225717585348278e-01 1.936505414583431645e-02
3.632698620455689364e-01 1.935951865162414617e-02
3.647229414937512293e-01 1.939505178989396270e-02
3.661818332597261971e-01 1.923952346894636581e-02
3.676465605927651259e-01 1.946066306193026604e-02
3.691171468351361895e-01 1.937990479426267981e-02
3.705936154224767076e-01 1.957799145532753901e-02
3.720759898841666247e-01 1.980359476021018375e-02
3.735642938437032656e-01 1.981282176441140006e-02
3.750585510190780902e-01 1.977922103340559387e-02
3.765587852231543908e-01 1.949618373905448107e-02
3.780650203640470441e-01 1.929896513082516099e-02
3.795772804455032068e-01 1.939706401351041359e-02
3.810955895672852312e-01 1.935978275808590554e-02
3.826199719255543585e-01 1.972141278842674122e-02
3.841504518132565771e-01 1.946494350377905164e-02
3.856870536205096456e-01 1.973505632559677606e-02
3.872298018349916715e-01 1.956173788254097351e-02
3.887787210423316320e-01 1.958341463022563941e-02
3.903338359265008939e-01 1.955696985300588164e-02
3.918951712702069545e-01 1.950918286366339072e-02
3.934627519552877928e-01 1.946992762699567905e-02
3.950366029631089404e-01 1.925125399607646726e-02
3.966167493749613859e-01 1.924360161774505557e-02
3.982032163724612550e-01 1.922239728340829554e-02
3.997960292379510450e-01 1.922137824715202878e-02
4.013952133549028578e-01 1.922149576172081306e-02
4.030007942083224659e-01 1.920387500613889714e-02
4.046127973851557647e-01 1.931618915800209155e-02
4.062312485746963908e-01 1.929564219047972401e-02
4.078561735689951728e-01 1.929351636698613953e-02
4.094875982632711353e-01 1.930920905578152602e-02
4.111255486563242245e-01 1.928607792650203351e-02
4.127700508509495880e-01 1.932272286860932040e-02
4.144211310543532978e-01 1.937141848170554834e-02
4.160788155785707931e-01 1.934383611188445276e-02
4.177431308408850463e-01 1.945259713943455968e-02
4.194141033642486138e-01 1.952167290011288039e-02
4.210917597777056320e-01 1.960269216081510918e-02
4.227761268168164221e-01 1.965270313327472859e-02
4.244672313240837602e-01 1.962424677817816571e-02
4.261651002493800910e-01 1.956025359968431576e-02
4.278697606503775730e-01 1.949871110496547225e-02
4.295812396929790666e-01 1.945034457709525488e-02
4.312995646517510107e-01 1.944902621044578700e-02
4.330247629103580187e-01 1.942244211995368050e-02
4.347568619619994745e-01 1.939161793405352538e-02
4.364958894098474596e-01 1.948287147793211979e-02
4.382418729674867897e-01 1.945293806585893237e-02
4.399948404593567730e-01 1.943269737345620918e-02
4.417548198211941890e-01 1.940785427183769341e-02
4.435218391004789873e-01 1.947405566149432166e-02
4.452959264568808750e-01 1.945814538627455362e-02
4.470771101627084021e-01 1.950302244588874093e-02
4.488654186033592119e-01 1.947470270476921173e-02
4.506608802777726241e-01 1.944863037303043093e-02
4.524635237988837710e-01 1.948045806792899487e-02
4.542733778940792333e-01 1.942715574990884486e-02
4.560904714056555065e-01 1.947613918813589917e-02
4.579148332912781894e-01 1.943660424911512752e-02
4.597464926244433370e-01 1.955692343454173629e-02
4.615854785949410899e-01 1.946241245138318268e-02
4.634318205093208576e-01 1.957390196459465534e-02
4.652855477913582227e-01 1.952929606687521177e-02
4.671466899825236219e-01 1.953376941807632647e-02
4.690152767424536906e-01 1.955687403985974931e-02
4.708913378494234969e-01 1.946350807067890459e-02
4.727749032008212171e-01 1.953477917960561722e-02
4.746660028136244769e-01 1.946747406585749157e-02
4.765646668248789131e-01 1.960806198773714856e-02
4.784709254921784560e-01 1.958481489359330252e-02
4.803848091941470555e-01 1.955419205695333937e-02
4.823063484309236815e-01 1.965997719055849469e-02
4.842355738246474361e-01 1.954604645004144950e-02
4.861725161199459966e-01 1.962299683287022090e-02
4.881172061844257226e-01 1.954605162260981965e-02
4.900696750091634302e-01 1.954183468269845778e-02
4.920299537092001074e-01 1.951862227299535832e-02
4.939980735240369625e-01 1.943211631247166588e-02
4.959740658181330253e-01 1.961769721481503720e-02
4.979579620814056362e-01 1.950711021559933117e-02
4.999497939297311566e-01 1.954306866151869423e-02
5.019495931054501758e-01 1.971676487163418270e-02
5.039573914778719965e-01 1.959362953104998306e-02
5.059732210437835054e-01 1.966558699835383242e-02
5.079971139279585435e-01 1.958065464614524437e-02
5.100291023836703852e-01 1.958945644487975618e-02
5.120692187932051054e-01 1.958336981909510055e-02
5.141174956683780550e-01 1.954929111132176767e-02
5.161739656510514473e-01 1.965996645876291749e-02
5.182386615136556074e-01 1.972867765205608970e-02
5.203116161597103329e-01 1.959680463050894259e-02
5.223928626243490303e-01 1.955503226119219978e-02
5.244824340748465152e-01 1.965867684531427337e-02
5.265803638111459239e-01 1.958677442829123705e-02
5.286866852663905103e-01 1.965146892391348571e-02
5.308014320074561088e-01 1.954468491515922932e-02
5.329246377354859288e-01 1.959279913488986419e-02
5.350563362864277916e-01 1.954525594909214958e-02
5.371965616315735881e-01 1.955912555830341751e-02
5.393453478780998456e-01 1.951896558970474954e-02
5.415027292696121819e-01 1.950270979270284089e-02
5.436687401866906466e-01 1.951821222143798606e-02
5.458434151474373941e-01 1.965213271582648760e-02
5.480267888080271321e-01 1.978769008989629194e-02
5.502188959632591247e-01 1.969796522741426928e-02
5.524197715471121928e-01 1.969510077968918138e-02
5.546294506333006025e-01 1.963095200164129139e-02
5.568479684358338400e-01 1.960284734622972508e-02
5.590753603095770519e-01 1.964138074206413231e-02
5.613116617508153716e-01 1.969064121146790053e-02
5.635569083978186899e-01 1.973523893067100424e-02
5.658111360314097560e-01 1.967138444634727867e-02
5.680743805755354980e-01 1.969843241139995066e-02
5.703466780978375672e-01 1.963731164584107958e-02
5.726280648102289872e-01 1.962294377691387731e-02
5.749185770694699160e-01 1.979246077923154518e-02
5.772182513777477375e-01 1.970546501909581708e-02
5.795271243832587071e-01 1.965175757210887303e-02
5.818452328807918184e-01 1.962494067496337730e-02
5.841726138123150003e-01 1.968690883060912958e-02
5.865093042675643131e-01 1.980303317452370565e-02
5.888553414846344758e-01 2.003750028053555982e-02
5.912107628505729462e-01 1.992275008804976141e-02
5.935756059019753339e-01 1.984571586273689917e-02
5.959499083255832552e-01 1.983179938838191755e-02
5.983337079588855190e-01 1.976632652758344294e-02
6.007270427907210886e-01 1.971123483371886240e-02
6.031299509618840426e-01 1.965435099967603044e-02
6.055424707657315331e-01 1.959123615169282989e-02
6.079646406487945187e-01 1.958261500258738977e-02
6.103964992113897203e-01 1.966803976567163548e-02
6.128380852082353503e-01 1.957895964890727161e-02
6.152894375490681744e-01 1.971066089102008201e-02
6.177505952992645710e-01 1.983833087556319957e-02
6.202215976804615893e-01 1.988948867011031477e-02
6.227024840711834486e-01 1.996323455670957064e-02
6.251932940074681477e-01 1.987353996248909793e-02
6.276940671834980723e-01 1.980500580356842413e-02
6.302048434522321552e-01 1.973219224033468527e-02
6.327256628260409244e-01 1.966089624089173427e-02
6.352565654773452142e-01 1.962483181595786955e-02
6.377975917392545435e-01 1.960698219195175507e-02
6.403487821062116003e-01 1.954313673891855049e-02
6.429101772346363930e-01 1.953195133566035940e-02
6.454818179435749537e-01 1.947286210187655631e-02
6.480637452153492628e-01 1.952010896387750688e-02
6.506560001962106154e-01 1.952403863414256188e-02
6.532586241969955410e-01 1.952124531482858638e-02
6.558716586937833881e-01 1.961801358912029086e-02
6.584951453285585732e-01 1.964680979714195086e-02
6.611291259098727169e-01 1.967596336564318704e-02
6.637736424135122215e-01 1.970749497518610796e-02
6.664287369831662922e-01 1.973728131904444599e-02
6.690944519310989547e-01 1.975022507901773305e-02
6.717708297388232941e-01 1.974937878546241185e-02
6.744579130577786907e-01 1.972899618036044050e-02
6.771557447100098326e-01 1.967392201072582988e-02
6.798643676888498355e-01 1.968460718344996682e-02
6.825838251596052508e-01 1.962456836654780448e-02
6.853141604602436265e-01 1.960733280719490629e-02
6.880554171020846210e-01 1.959323697210187468e-02
6.908076387704928933e-01 1.959796343113798939e-02
6.935708693255748791e-01 1.960788470428161123e-02
6.963451528028771209e-01 1.959445348694078756e-02
6.991305334140887062e-01 1.963102035063775050e-02
7.019270555477450380e-01 1.960566996677975959e-02
7.047347637699360456e-01 1.962700320077347821e-02
7.075537028250157290e-01 1.966784401207075442e-02
7.103839176363159202e-01 1.971573601512836491e-02
7.132254533068611568e-01 1.974689002656057624e-02
7.160783551200886610e-01 1.969082261041292872e-02
7.189426685405689854e-01 1.962398401266596260e-02
7.218184392147313222e-01 1.960528751779463952e-02
7.247057129715901436e-01 1.950541026787860899e-02
7.276045358234763949e-01 1.943789692146198969e-02
7.305149539667704639e-01 1.935230609325791842e-02
7.334370137826373703e-01 1.935139169209257673e-02
7.363707618377679509e-01 1.945835568139534649e-02
7.393162448851190449e-01 1.953566515846026294e-02
7.422735098646596752e-01 1.961790363220287242e-02
7.452426039041182282e-01 1.970252055374281663e-02
7.482235743197346300e-01 1.966005575274555953e-02
7.512164686170136330e-01 1.964822308932050177e-02
7.542213344914817652e-01 1.958021289378466395e-02
7.572382198294477229e-01 1.953359659015330846e-02
7.602671727087656484e-01 1.952966760470333310e-02
7.633082413996006288e-01 1.950633591305747649e-02
7.663614743651989691e-01 1.967891730238944398e-02
7.694269202626597970e-01 1.963452006183740231e-02
7.725046279437104424e-01 1.946218900227223575e-02
7.755946464554852593e-01 1.942994849370291086e-02
7.786970250413072225e-01 1.938628606669869081e-02
7.818118131414724115e-01 1.934326877674297229e-02
7.849390603940383793e-01 1.944926128475623489e-02
7.880788166356144098e-01 1.955238884713222935e-02
7.912311319021569922e-01 1.966090248088628312e-02
7.943960564297655180e-01 1.967015443246993012e-02
7.975736406554845281e-01 1.972305472617750383e-02
8.007639352181065151e-01 1.969101474047743952e-02
8.039669909589789443e-01 1.962590284336616225e-02
8.071828589228148276e-01 1.953067567079767863e-02
8.104115903585061842e-01 1.942828892560759940e-02
8.136532367199402760e-01 1.933498172012113395e-02
8.169078496668199518e-01 1.925771438486385129e-02
8.201754810654874328e-01 1.927067293619954061e-02
8.234561829897493190e-01 1.924977538973703106e-02
8.267500077217083687e-01 1.922777501123252089e-02
8.300570077525952772e-01 1.926077562947416805e-02
8.333772357836056743e-01 1.922725802574514961e-02
8.367107447267401188e-01 1.921808342435097489e-02
8.400575877056470908e-01 1.921301366637416172e-02
8.434178180564695371e-01 1.929766839961452249e-02
8.467914893286955236e-01 1.944883232503773901e-02
8.501786552860102208e-01 1.938783560187645402e-02
8.535793699071543283e-01 1.942184487720058361e-02
8.569936873867830540e-01 1.940840655225736788e-02
8.604216621363300899e-01 1.943937758441912841e-02
8.638633487848753623e-01 1.947726788599447173e-02
8.673188021800150027e-01 1.950427026792512369e-02
8.707880773887352044e-01 1.951336705973179264e-02
8.742712296982900755e-01 1.948245793679297816e-02
8.777683146170831563e-01 1.942690304539585258e-02
8.812793878755513788e-01 1.937943654203692218e-02
8.848045054270535781e-01 1.933483586020692466e-02
8.883437234487617795e-01 1.939022277687574639e-02
8.918970983425568155e-01 1.932469229672584971e-02
8.954646867359271623e-01 1.933245601090684274e-02
8.990465454828707736e-01 1.926981638045754605e-02
9.026427316648023558e-01 1.925138333317012035e-02
9.062533025914615292e-01 1.922602114326286971e-02
9.098783158018273198e-01 1.917962577771860702e-02
9.135178290650346478e-01 1.916478738973843854e-02
9.171719003812948134e-01 1.914974075232252562e-02
9.208405879828199803e-01 1.912561357732164846e-02
9.245239503347512100e-01 1.915482331034241287e-02
9.282220461360901620e-01 1.927474055367827191e-02
9.319349343206346781e-01 1.927451967954353640e-02
9.356626740579171431e-01 1.926728455214640756e-02
9.394053247541488405e-01 1.926131763679514788e-02
9.431629460531654185e-01 1.926391335417504055e-02
9.469355978373780180e-01 1.925874134646410676e-02
9.507233402287275092e-01 1.927200139582362776e-02
9.545262335896426142e-01 1.925833443305924320e-02
9.583443385240012491e-01 1.932498881450081529e-02
9.621777158780971950e-01 1.933634360209694064e-02
9.660264267416096562e-01 1.933613369592520129e-02
9.698905324485760371e-01 1.933922973280009783e-02
9.737700945783701600e-01 1.937475199591252167e-02
9.776651749566835914e-01 1.934958949991588337e-02
9.815758356565105203e-01 1.934409208925181450e-02
9.855021389991363012e-01 1.932830726813633895e-02
9.894441475551331022e-01 1.931132049671965140e-02
9.934019241453534432e-01 1.935480317644130283e-02
9.973755318419349480e-01 1.931173547550551345e-02
1.001365033969302543e+00 1.929678110295186821e-02
1.005370494105179757e+00 1.929389072398630944e-02
1.009391976081600362e+00 1.924874047786958794e-02
