P[bar] T[K] H H2 He H2O CH4 CO CO2 NH3 N2 H2S HCN C2H2 Na K TiO VO FeH e- H- PH3 CaH MgH CrH Fe Mg Ca SiO AlH
5.145322575168481769e-04 1.767928675423517689e+03 1.106268010477076333e-02 8.264589191996096762e-01 1.613293851340232288e-01 3.534205264584220100e-04 6.394637151004927533e-14 5.219942138508457943e-04 6.038555205714857015e-08 1.000660019961681398e-10 6.812890631078070546e-05 7.445032143034726764e-06 9.464035203573606227e-12 9.999999999999999293e-41 3.699881776726996412e-06 1.673264295784464958e-07 4.000761031370902129e-09 7.017229151772616114e-09 1.208423838720735191e-09 8.307609033495561001e-08 3.791666893702132034e-13 2.303916055873885022e-11 9.999999999999999293e-41 2.942620627275004259e-10 1.272605218335847406e-10 4.370661571286263056e-05 6.619987780204690541e-05 9.999999999999999293e-41 6.069078598451547888e-05 1.461459974552945719e-08
3.246479068522293340e-04 1.740998796769758883e+03 1.097858065726422909e-02 8.265362843946543192e-01 1.613361181209543027e-01 3.533535749592387376e-04 3.221222884612634293e-14 5.220142125239439794e-04 6.219274855489862135e-08 6.698558837869244035e-11 6.813191925723158953e-05 6.983277887562308386e-06 6.000750721391346895e-12 9.999999999999999293e-41 3.700768643437775074e-06 1.676543873291447755e-07 3.982234733566268016e-09 7.168517168441393184e-09 9.216818548972243161e-10 8.202864359650285084e-08 2.630078815537729881e-13 1.615706206244703035e-11 9.999999999999999293e-41 2.145255385170766020e-10 9.844301562604864834e-11 4.370880426878150614e-05 6.620291962779017959e-05 9.999999999999999293e-41 6.076822219891556278e-05 1.227557966377824428e-08
2.048389811985356626e-04 1.714004933220280691e+03 1.082325597936305978e-02 8.266790260486035491e-01 1.613486319782571621e-01 3.533037511703910412e-04 1.634048645786786087e-14 5.220527904021900504e-04 6.412296292899424312e-08 4.491887841229412415e-11 6.813734857446783499e-05 6.562822261461112292e-06 3.805574889748904060e-12 9.999999999999999293e-41 3.701800830143336729e-06 1.683872096963462109e-07 3.959258025165288084e-09 7.245827081659222368e-09 7.022828563366623263e-10 8.057166573695752591e-08 1.807469691792396954e-13 1.144045624674791495e-11 9.999999999999999293e-41 1.560141212883374872e-10 7.608807131889256010e-11 4.371248461800247696e-05 6.620829078056344650e-05 9.999999999999999293e-41 6.084108516948974937e-05 1.027466148612623955e-08
1.292446596230562472e-04 1.687698289966795073e+03 1.063533499490264267e-02 8.268517591241043574e-01 1.613637978907636605e-01 3.532604675544447482e-04 9.999999999999999293e-41 5.220998457322542381e-04 6.615450936996667163e-08 3.015750695032230909e-11 6.814388082419949554e-05 6.167233151897846121e-06 2.414614773748499439e-12 9.999999999999999293e-41 3.702858355946256471e-06 1.693180559241159585e-07 3.931858564997740374e-09 7.239172313326973039e-09 5.350027417393853811e-10 7.895644786732927540e-08 1.236754948147165850e-13 8.142720339549266514e-12 9.999999999999999293e-41 1.133512643321618399e-10 5.879501574722183636e-11 4.371682824923206321e-05 6.621471926993782655e-05 9.999999999999999293e-41 6.091211747127231549e-05 8.579138719656077632e-09
8.154786722400998093e-05 1.658309163924913491e+03 1.012009815696747299e-02 8.273243514354182704e-01 1.614054849411388215e-01 3.533071383625190575e-04 9.999999999999999293e-41 5.222323515487464632e-04 6.855385877275721775e-08 2.042411346329490267e-11 6.816156976831918169e-05 5.928387322960156979e-06 1.533948531674222790e-12 9.999999999999999293e-41 3.704733269731682897e-06 1.721286522368809434e-07 3.896437616925463119e-09 7.129016115419211432e-09 4.055458210353317235e-10 7.528626719469780778e-08 8.092634345957311981e-14 6.071333472892678758e-12 9.999999999999999293e-41 8.142401017056916890e-11 4.527872692528032245e-11 4.372828018299588940e-05 6.623196496038223928e-05 9.999999999999999293e-41 6.095456113318603163e-05 7.059811632502189783e-09
5.145322575168470385e-05 1.660462363328067568e+03 1.250808912650334601e-02 8.251009796695604193e-01 1.612087842973403684e-01 3.525651141788666617e-04 9.999999999999999293e-41 5.215957365694505292e-04 6.866100429486129752e-08 1.288134749550079098e-11 6.807881200394731139e-05 4.573079073376402063e-06 9.645304329273346493e-13 9.999999999999999293e-41 3.698620699628929014e-06 1.587508522580554520e-07 3.889274345214477977e-09 7.109139391417937384e-09 3.203860052065447297e-10 8.973363433853728157e-08 7.583134431339367620e-14 3.104349682510078612e-12 9.999999999999999293e-41 6.411477721489614349e-11 3.580491579930922267e-11 4.367540553953744173e-05 6.615171278527533975e-05 9.999999999999999293e-41 6.121036535584362017e-05 6.424555836791701897e-09
3.246479068522286834e-05 1.967454076236246010e+03 1.312663153573920827e-01 6.989481109924449154e-01 1.501915796710789341e-01 3.199801911858742433e-04 9.999999999999999293e-41 4.859610481257967823e-04 5.216402999555807923e-08 3.544328513711848328e-12 6.342594464103787420e-05 2.164341538892387628e-07 4.513620680553131228e-13 9.999999999999999293e-41 3.068143143533611079e-06 1.707922423622348536e-08 3.743738651425145055e-09 5.208028736412447814e-09 3.186332963087983152e-10 5.264728875814918960e-07 1.008768589609099672e-12 5.104040113846789628e-14 9.999999999999999293e-41 9.670763490357388187e-11 3.116898844798822886e-11 4.069138565997152172e-05 6.163207474689284761e-05 9.999999999999999293e-41 5.805249189546526353e-05 4.475475832699525613e-09
2.048389811985352560e-05 2.607099163007764218e+03 8.867514720998360689e-01 1.705406358280907655e-02 9.023982271241064168e-02 4.984882983063409854e-07 9.999999999999999293e-41 2.920099468381038817e-04 1.350667393717627611e-09 1.499625748998828568e-31 3.772016686784281081e-05 1.930085024284051132e-11 3.112122774708145353e-13 9.999999999999999293e-41 1.724898845508306284e-08 2.993082486392036066e-11 2.332323897671675554e-10 3.867073977447828041e-11 4.478763302723713016e-11 3.012353127383129584e-06 3.900500921606493879e-12 9.999999999999999293e-41 9.999999999999999293e-41 2.551848215354858277e-11 2.887011133157353972e-12 2.440158567215845105e-05 3.673802870137481320e-05 9.999999999999999293e-41 3.191866045835538643e-05 4.972882643501289471e-11
1.292446596230559897e-05 2.974991233050604478e+03 9.104730935666345282e-01 5.056769291851286215e-04 8.833332082465386592e-02 3.501682814694835988e-10 9.999999999999999293e-41 2.856928064077345216e-04 2.693136255614052108e-11 9.999999999999999293e-41 2.859935934014776790e-05 4.373112447802110742e-14 1.222126938604253819e-12 9.999999999999999293e-41 1.303537990898426887e-09 3.789114035888312192e-12 2.485573067795927069e-13 6.993874469885938772e-14 7.288582041979187049e-12 1.552783943553795890e-05 5.401272536569613578e-12 9.999999999999999293e-41 9.999999999999999293e-41 4.434327991741220561e-12 9.663127465739794074e-14 2.173994876044972691e-05 2.683304797409420887e-05 9.999999999999999293e-41 1.677860476800371434e-06 3.740641976131866747e-13
8.154786722400982169e-06 2.941100573753335084e+03 9.106111770709612863e-01 3.787845924077304122e-04 8.832186134642598663e-02 2.002977423363734592e-10 9.999999999999999293e-41 2.856480305411112524e-04 2.072397686437044128e-11 9.999999999999999293e-41 2.821085630105065527e-05 2.318343852647077491e-14 8.671305282288359699e-13 9.999999999999999293e-41 1.075898991179458250e-09 3.037644965999543088e-12 1.801568524956826789e-13 4.995245234770044498e-14 4.888036396595619628e-12 1.650210066436869546e-05 3.808124928475510970e-12 9.999999999999999293e-41 9.999999999999999293e-41 2.877711243946443253e-12 5.903026413145635410e-14 2.155001246342923006e-05 2.610842289909199110e-05 9.999999999999999293e-41 1.444830334743407408e-06 2.271897700776291060e-13
5.145322575168460390e-06 2.901575309295880288e+03 9.106748953301854188e-01 3.210277815427589371e-04 8.831686920436603028e-02 1.484077668564491294e-10 9.999999999999999293e-41 2.856662681810626016e-04 1.836706111969680871e-11 9.999999999999999293e-41 2.881808354291230114e-05 1.511136034185646366e-14 5.816581233936167605e-13 9.999999999999999293e-41 9.496904369205860269e-10 2.550590381810355046e-12 1.737257636446054527e-13 4.638667851273935904e-14 3.493944363204281736e-12 1.614873756651665640e-05 2.562140975475175259e-12 9.999999999999999293e-41 9.999999999999999293e-41 2.014502490167906853e-12 4.169183845367141440e-14 2.165184379897012527e-05 2.633054517399049577e-05 9.999999999999999293e-41 1.535044795847601190e-06 1.633263767785169248e-13
3.246479068522279719e-06 2.898141588676509400e+03 9.107979401323449409e-01 2.037058488189108724e-04 8.830601333386094154e-02 5.994304199654096348e-11 9.999999999999999293e-41 2.855624874776644642e-04 1.168996075387723507e-11 9.999999999999999293e-41 2.701861954774837800e-05 9.999999999999999293e-41 4.445134142509689859e-13 9.999999999999999293e-41 7.148557400323299377e-10 1.917909418390307822e-12 8.534624258828187999e-14 2.305745972511542989e-14 2.143293750945916970e-12 1.913969148575535797e-05 1.919198605520707352e-12 9.999999999999999293e-41 9.999999999999999293e-41 1.169500442158228305e-12 2.072338946256998358e-14 2.100212467855299732e-05 2.418205445986536207e-05 9.999999999999999293e-41 9.918889845172534180e-07 7.867703125069485570e-14
2.048389811985348071e-06 2.897680317460344668e+03 9.108713480975190180e-01 1.314893006365228524e-04 8.829915849458613852e-02 2.508085295795770548e-11 9.999999999999999293e-41 2.854439284427143361e-04 7.582289133298019326e-12 9.999999999999999293e-41 2.510608930048067913e-05 9.999999999999999293e-41 3.350116946739807589e-13 9.999999999999999293e-41 5.412084417658618780e-10 1.446422967148367407e-12 4.325430703301966598e-14 3.756305420858250952e-18 1.316049503109162851e-12 2.234668019717430743e-05 1.423485326800426815e-12 9.999999999999999293e-41 9.999999999999999293e-41 6.747423476052772443e-13 3.359244086095213675e-18 2.024708824489333410e-05 2.194584068563324702e-05 9.999999999999999293e-41 6.550727706941512212e-07 3.858910285190797539e-14
1.292446596230557017e-06 2.924622196901659208e+03 9.109276632341146707e-01 6.961104461573662343e-05 8.829261337524707542e-02 6.920316562343067698e-12 9.999999999999999293e-41 2.850189532236631980e-04 3.913942102121827507e-12 9.999999999999999293e-41 2.058143400575481182e-05 9.999999999999999293e-41 2.670125948217810833e-13 9.999999999999999293e-41 3.614125619766556849e-10 9.949898335496884092e-13 1.344681414239794124e-14 9.999999999999999293e-41 7.018849832409579819e-13 2.925775235734700687e-05 1.117701350139815884e-12 9.999999999999999293e-41 9.999999999999999293e-41 3.209092463136078686e-13 9.999999999999999293e-41 1.837825205908475806e-05 1.750502047172989797e-05 9.999999999999999293e-41 3.014091790399657508e-07 1.410220121480212533e-14
