Time,ymodel,ramp_model
2455954.201593351,0.9896843084895645,0.9890619045321765
2455954.202970666,0.9940988702748338,0.9934712053643651
2455954.2043479807,0.9961175800060584,0.9954861507945149
2455954.2057252955,0.9972922117751473,0.9966575453463092
2455954.2071026103,0.9980147028187125,0.9973770821810651
2455954.208479925,0.9984828820138959,0.9978424666810267
2455954.20985724,0.9988035682756157,0.9981604508885985
2455954.2112345546,0.9990357472079129,0.9983899833862139
2455954.2126118694,0.9992126149605214,0.9985642394467157
2455954.2139891842,0.9993532589227753,0.9987022944409141
2455954.215366499,0.9994689542549429,0.9988154164280286
2455954.216743814,0.9995665932188746,0.9989104933330043
2455954.2181211286,0.9996505677303889,0.9989919143132862
2455954.2194984434,0.9997238111309773,0.9990626108727608
2455954.220875758,0.9997883804670459,0.9991246387726604
2455954.222253073,0.9998457863810073,0.9991795077137725
2455954.223630388,0.9998971835424229,0.9992283716470334
2455954.2250077026,0.9999434834020942,0.9992721414563686
2455954.2263850174,0.9999854231950883,0.9993115539182575
2455954.227762332,1.0000236099102018,0.9993472156436347
2455954.229139647,1.0000585496202816,0.9993796323899254
2455954.2305169622,1.0000906680100277,0.999409229575279
2455954.231894277,1.0001203253471407,0.9994363672438619
2455954.268132703,0.9959838169935941,0.995237201095476
2455954.2695100177,0.9990498677630629,0.9982984570274916
2455954.2708873325,0.9996382181542937,0.9988838670033507
2455954.2722646473,0.9999101012727946,0.9991530463832697
2455954.273641962,1.0000622593447006,0.9993025903160813
2455954.275019277,1.0001572388728996,0.9993949985342069
2455954.2763965917,1.00022191881829,0.9994571298750048
2455954.2777739065,1.0002693712054358,0.9995020465623903
2455954.2791512213,1.0003064699748667,0.9995366173757365
2455954.280528536,1.0003370183481393,0.9995646426776879
2455954.281905851,1.000363200307759,0.9995883048081102
2455954.2832831657,1.0003863126132568,0.9996088995515376
2455954.2846604805,1.0004071530344825,0.9996272240788806
2455954.2860377952,1.0004262324356692,0.9996437888718511
2455954.28741511,1.0004438928496742,0.9996589357081457
2455954.288792425,1.0004603742025704,0.9996729043356267
2455954.2901697396,1.000475852588704,0.999685870718434
2455954.2915470544,1.0004904626177826,0.9996979693671686
2455954.292924369,1.0005043107563671,0.9997093066703024
2455954.294301684,1.0005174835202355,0.9997199690803631
2455954.2956789993,1.0005300526847554,0.999730028319544
2455954.297056314,1.0005420787101753,0.9997395448058141
2455954.298433629,1.0005536131416204,0.9997485700460513
2455954.2998109437,1.0005647003006168,0.9997571483296956
2455954.3011882585,1.0005753785676172,0.9997653180094799
2455954.3346720547,0.9955018657072006,0.9956303281826486
2455954.3360493695,0.9985054421846934,0.9986317952740905
2455954.3374266843,0.999054349389402,0.9991782736022123
2455954.338803999,0.9992989992110125,0.9994204548347377
2455954.340181314,0.9994310496242709,0.999550022043974
2455954.3415586287,0.9995102495260958,0.9996267319346747
2455954.3429359435,0.9995619018334851,0.9996758907058395
2455954.3443132583,0.9995981716772185,0.9997096650517876
2455954.345690573,0.9996253969610911,0.9997343936827829
2455954.347067888,0.9996470529578091,0.9997535523096288
2455954.3484452027,0.9996651143107775,0.9997691158229454
2455954.3498225175,0.9996807374909268,0.9997822408380533
2455954.3511998323,0.9996946213242469,0.999793626268442
2455954.352577147,0.9997072033913778,0.9998037097500416
2455954.353954462,0.9997187690674593,0.9998127766945929
2455954.3553317767,0.9997295129185516,0.9998210216935901
2455954.3567090915,0.999739573735448,0.9998285835563488
2455954.3580864063,0.999749054831732,0.999835565610517
2455954.359463721,0.9997580360310353,0.9998420476907827
2455954.3608410363,0.9997665809238792,0.9998480933957571
2455954.362218351,0.9997747413817543,0.9998537546059938
2455954.363595666,0.9997825605020421,0.9998590744242114
2455954.3649729807,0.9997900745686961,0.9998640891396102
2455954.3663502955,0.9997973144412153,0.9998688296161851
2455954.3677276103,0.9998043065688628,0.9998733223070817
2455954.4011998326,0.995711141009121,0.9957193719848465
2455954.4025771474,0.9987120118594619,0.9987177707519107
2455954.403954462,0.9992581130270796,0.9992613768259375
2455954.405331777,0.9995000722890667,0.9995008380432057
2455954.4067090917,0.999629544565382,0.9996278112725072
2455954.4080864065,0.9997062694256287,0.9997020366741902
2455954.4094637213,0.999761067207476,0.9997488093562725
2455954.410841036,0.9998488933262906,0.999780288067297
2455954.412218351,0.9999533265316515,0.9998028054391987
2455954.4135956657,1.0000669632102688,0.9998198322573677
2455954.4149729805,1.0001860100926172,0.9998333392346012
2455954.4163502953,1.0003074382170896,0.9998444793213594
2455954.41772761,1.0004284348380479,0.9998539481395798
2455954.419104925,1.0005461763675758,0.9998621803207234
2455954.4204822397,1.0006576278934651,0.999869458503446
2455954.4218595545,1.0007592349617667,0.9998759746996755
2455954.4232368693,1.0008462454221088,0.9998818653055407
2455954.424614184,1.0009103461567725,0.9998872313814469
2455954.425991499,1.0009290564818234,0.9998921506247191
2455954.4273688137,1.0009360974873074,0.9998966846114512
2455954.4287461285,1.000942802879586,0.999900883311661
2455954.4301234437,1.0009492139840455,0.9999047880092837
2455954.4315007585,1.000955365390276,0.999908433261626
2455954.4328780733,1.0009612863456623,0.9999118482865103
2455954.434255388,1.0009670017558745,0.9999150579651583
