Orbital Phase,Modified Flux
0.3875355035784196,1.0002911827436214
0.3884482562757512,1.0010470688913014
0.3893610089730828,1.0010479281370455
0.3902737616704144,1.000292768082625
0.39118651436797336,1.0006190380664777
0.39209926706530496,1.0014923142142924
0.39301201976263656,1.0014197114597738
0.39392477245996815,0.999778111086523
0.39483752515729975,0.9998598729461222
0.3957502778548587,1.0003083423397627
0.3966630305521903,1.002032287244973
0.3975757832495219,1.0010904184842666
0.3984885359468535,1.000630580324751
0.3994012886441851,0.9993923544290769
0.4003140413417441,1.0009311972926755
0.4012267940390757,1.0016792622777904
0.4021395467364073,0.9997325500693569
0.4030522994337389,1.0006438583620252
0.4039650521310705,1.0001732389549578
0.40487780482862945,1.001248410985946
0.40579055752596105,0.9998629817072818
0.4067033105318387,1.001872653704021
0.4076160632291703,1.001802432095844
0.4316314307345692,1.0019475054856197
0.4325441834321282,0.9982151477075082
0.4334569361294598,1.000398270019032
0.4343696888267914,0.99941895753524
0.435282441524123,1.0004141304812975
0.4361951942214546,1.0005110080531712
0.43710794691901356,1.001692437000622
0.43802069961634515,1.0005435950644055
0.43893345231367675,1.0006211339328168
0.43984620501100835,1.0015687177617045
0.4407589577085673,1.000338422943081
0.4416717104058989,1.0014689896037483
0.4425844631032305,1.0013922550303365
0.4434972158005621,1.0004728289961016
0.4444099684978937,1.0002265922748959
0.4453227211954527,1.000468781696283
0.4462354738927843,0.9999056346344389
0.4471482265901159,1.001158733620924
0.4480609792874475,1.0013479036661999
0.4489737319847791,0.9990102701575359
0.44988648499088413,1.0003470213775452
0.4507992376882157,0.9997188321022006
0.4517119903855473,0.9993029518879853
0.4526247430828789,1.0005589960495511
0.4535374957804379,1.0017154083484048
0.4757273578909462,1.0000465440296997
0.4766401105882778,1.000275483867068
0.4775528632858368,1.0007175364242684
0.4784656159831684,1.0005955492503713
0.4793783686805,0.9992522483700311
0.4802911213778316,1.0000242794170373
0.4812038740751632,0.9988940617023899
0.48211662677272216,0.9988225108323713
0.48302937947005375,0.9989048250097134
0.48394213216738535,0.9999134782800299
0.48485488486471695,0.9997357572619805
0.48576763756204855,0.9991536349181551
0.4866803902596075,1.0007297551341563
0.4875931429569391,0.9997918926315729
0.4885058956542707,1.0008469034645648
0.4894186483516023,0.9992472769700381
0.4903314010489339,1.000704888355777
0.4912441537464929,0.9994712064650557
0.4921569064438245,0.9993258210230261
0.49306965944970216,1.000477783219598
0.49398241214726113,1.0005166297406805
0.4948951648445927,0.9997979584694744
0.4958079175419243,0.9989650846919509
0.4967206702392559,1.000325824837775
0.4976334229365875,1.001154217819212
0.519815614898107,0.9987197224382325
0.5207283675954386,0.9992676035535987
0.5216411202927702,1.0007861212492863
0.5225538729901018,1.0005120896452644
0.5234666256876608,0.9999926790049238
0.5243793783849924,1.0010261679967767
0.525292131082324,0.9996691841662279
0.5262048837796556,1.0014168977774043
0.5271176364769872,1.0006184570094552
0.5280303891745461,0.9984684542526551
0.5289431418718777,1.0008676986522307
0.5298558945692093,1.0003370379681749
0.5307686472665409,1.0006716636077284
0.5316813999638725,0.9997865481795438
0.5325941526614315,1.0012261913995242
0.5335069053587631,1.0005735862057012
0.5344196580560947,0.999182804383569
0.5353324107534263,1.0013858986543094
0.5362451634509853,1.0017392918050976
0.5371579161483169,0.9991016118199075
0.5380706688456485,1.0010885256749467
0.5389834218515261,1.0012313598977487
0.5398961745490851,1.0004679736913487
0.5408089272464167,1.001214629896443
0.5417216799437483,1.0000022969449924
