Time,ymodel,ramp_model
2455950.4119610973,0.9902813934829672,0.9863199477677408
2455950.413338412,0.9956078236777062,0.9915277768430827
2455950.414715727,0.9977415094866797,0.9936844093803869
2455950.4160930417,0.9989801300550762,0.9949746943933456
2455950.4174703564,0.9997795762748108,0.9958263560383508
2455950.4188476712,1.0003321535724212,0.9964221448928712
2455950.420224986,1.0007355488836356,0.9968585432975406
2455950.421602301,1.0010436562482814,0.9971908967765802
2455950.4229796156,1.0012879554002896,0.9974525836471737
2455950.4243569304,1.001487729858517,0.9976645141331065
2455950.425734245,1.00165530026138,0.9978402266636267
2455950.42711156,1.0017988417668173,0.9979887609833145
2455950.428488875,1.0019239658907062,0.9981163350895151
2455950.4298661896,1.0020346428126545,0.998227350814205
2455950.4312435044,1.002133758134725,0.998325011071861
2455950.432620819,1.0022234599254967,0.99841170712286
2455950.433998134,1.002305381525391,0.9984892668331699
2455950.435375449,1.002380788514112,0.998559117306532
2455950.4367527636,1.002450678080038,0.9986223937737345
2455950.4381300784,1.0025158477387888,0.9986800141096528
2455950.439507393,1.0025769438428798,0.9987327309434004
2455950.440884708,1.002634496475814,0.9987811688776037
2455950.4422620228,1.00268894498929,0.9988258516190829
2455950.475745819,1.0013330200656605,0.9967662684893352
2455950.4771231343,1.002798412179191,0.9983217365246209
2455950.478500449,1.002933239487118,0.9985214088274276
2455950.479877764,1.002961587121333,0.9985865169045595
2455950.4812550787,1.002985298474118,0.9986312999373823
2455950.4826323935,1.003018347754794,0.9986751617639034
2455950.4840097083,1.0030599446808348,0.9987206305142583
2455950.485387023,1.0031069498969485,0.9987667478918936
2455950.486764338,1.0031565901316855,0.9988122101031828
2455950.4881416527,1.0032069186688255,0.9988560620886381
2455950.4895189675,1.0032567148349127,0.9988977493131732
2455950.4908962823,1.00330528301731,0.9989370228844003
2455950.492273597,1.0033522750148471,0.9989738356260336
2455950.493650912,1.0033975593150661,0.9990082613903712
2455950.4950282266,1.0034411324453492,0.9990404395811161
2455950.4964055414,1.0034830617313013,0.9990705395182975
2455950.497782856,1.0035234496924679,0.9990987387495348
2455950.499160171,1.0035624126780929,0.9991252105987342
2455950.500537486,1.003600068582417,0.9991501175882239
2455950.5019148006,1.003636530198762,0.9991736084636217
2455950.5032921154,1.0036719019852003,0.9991958173434192
2455950.50466943,1.0037062788322124,0.9992168640582115
2455950.506046745,1.0037397459577058,0.9992368551035099
2455950.50742406,1.0037723793975488,0.9992558848614823
2455950.508801375,1.0038042467863686,0.9992740368989018
2455950.542273597,1.0023667470191742,0.9971271952605005
2455950.5436509117,1.0038169237999983,0.9986638613225001
2455950.5450282265,1.003937017426119,0.9988464416364004
2455950.5464055417,1.0034215902169916,0.9988959510989962
2455950.5477828565,1.0023051321007261,0.9989264485401464
2455950.5491601713,1.0008445781163755,0.998957185064674
2455950.550537486,0.9991438510658742,0.9989905580780476
2455950.551914801,0.9972762536159143,0.9990254965282707
2455950.5532921157,0.9953050459732707,0.9990605987759241
2455950.5546694305,0.9932918595908553,0.9990948244509048
2455950.5560467453,0.9913025981723689,0.9991275443524142
2455950.55742406,0.9894134200594588,0.9991584440313709
2455950.558801375,0.9877247675676647,0.9991874185956692
2455950.5601786897,0.9864056899841509,0.9992144909624323
2455950.5615560045,0.985870047152387,0.9992397554858115
2455950.5629333192,0.9855929049357544,0.9992633415606641
2455950.564310634,0.9853742818465973,0.9992853912825145
2455950.565687949,0.9851936193951649,0.9993060464364064
2455950.5670652636,0.9850406119200179,0.9993254414359829
2455950.5684425784,0.984908901435845,0.9993436999302503
2455950.569819893,0.9847944323409367,0.9993609335903488
2455950.571197208,0.9846942539158198,0.9993772421332316
2455950.572574523,0.984606222098451,0.9993927139995139
2455950.5739518376,0.9845287015873082,0.9994074273352003
2455950.5753291524,0.9844603558705372,0.9994214510738112
2455950.6088129487,0.9824552037747936,0.9972480055756933
2455950.6101902635,0.9839066687158743,0.9987816069164052
2455950.6115675787,0.984059396413436,0.9989611990253078
2455950.6129448935,0.9841139645645828,0.999007809363719
2455950.6143222083,0.9841703757594149,0.999035501405795
2455950.615699523,0.9842424516359074,0.9990635265262199
2455950.617076838,0.9843296244934295,0.999094280166964
2455950.6184541527,0.9844292450887916,0.9991266881723536
2455950.6198314675,0.9845388398639697,0.9991593452842824
2455950.6212087823,0.9846571779766309,0.9991912073455097
2455950.622586097,0.984783553826921,0.9992216413885646
2455950.623963412,0.9849182418817592,0.9992503293177161
2455950.6253407267,0.9850618438199046,0.9992771627631811
2455950.6267180415,0.9852155449366962,0.9993021613537885
2455950.6280953563,0.9853810928524923,0.9993254163492881
2455950.629472671,0.9855608151941285,0.9993470542398747
2455950.630849986,0.9857578912093523,0.9993672143975064
2455950.6322273007,0.9859768206295597,0.999386036053998
2455950.6336046155,0.9862244245042033,0.9994036512285954
2455950.6349819303,0.9865119227074324,0.9994201813232523
2455950.636359245,0.986862289444182,0.9994357358983315
2455950.63773656,0.987548607728659,0.9994504126858601
2455950.6391138746,0.9889911667085887,0.9994642982576782
2455950.6404911894,0.9907772550505003,0.9994774689982235
2455950.641868504,0.9927511979657035,0.999489992178447
