Time,ymodel,ramp_model
2455954.201593351,0.9896166977896184,0.9880624108701774
2455954.202970666,0.994374377945436,0.9928119396766865
2455954.2043479807,0.9963318172719555,0.9947656230256505
2455954.2057252955,0.9974475990844927,0.9958789698155175
2455954.2071026103,0.9981312773735792,0.9965608913988983
2455954.208479925,0.9985771457933759,0.9970053764951383
2455954.20985724,0.9988870548782979,0.9973141157425935
2455954.2112345546,0.9991161229745078,0.9975421409338897
2455954.2126118694,0.9992948903235042,0.9977199443429505
2455954.2139891842,0.9994406925261892,0.997864834339977
2455954.215366499,0.9995636604621515,0.9979869258914026
2455954.216743814,0.9996699356795342,0.9980923509001323
2455954.2181211286,0.9997634119570855,0.9981849970316546
2455954.2194984434,0.9998466872572173,0.9982674581711919
2455954.220875758,0.9999215893683232,0.9983415592398462
2455954.222253073,0.9999894700039238,0.9984086498314512
2455954.223630388,1.0000513723927327,0.9984697715392167
2455954.2250077026,1.0001081292393914,0.9985257557625224
2455954.2263850174,1.0001604219717257,0.9985772828611126
2455954.227762332,1.0002088181468398,0.9986249195024702
2455954.229139647,1.0002537962735936,0.9986691434453591
2455954.2305169622,1.0002957631839777,0.9987103608837387
2455954.231894277,1.0003350667332331,0.9987489191279145
2455954.268132703,0.9966542793599821,0.9950560638637298
2455954.2695100177,0.9991771672115488,0.9975742238657194
2455954.2708873325,0.9997052524249155,0.9981007793362036
2455954.2722646473,0.9999635080929264,0.9983579377872747
2455954.273641962,1.0001165745907992,0.9985100756830803
2455954.275019277,1.000218811661345,0.9986114656260849
2455954.2763965917,1.000294045044872,0.9986858951566101
2455954.2777739065,1.0003538163937475,0.9987448874192029
2455954.2791512213,1.000404083777054,0.9987943909278291
2455954.280528536,1.0004480732529142,0.9988376265670099
2455954.281905851,1.0004876095423108,0.9988764161320418
2455954.2832831657,1.000523775310526,0.9989118405530562
2455954.2846604805,1.000557249908913,0.9989445780933489
2455954.2860377952,1.0005884873141864,0.9989750820031292
2455954.28741511,1.0006178110509256,0.9990036752896688
2455954.288792425,1.000645465564594,0.9990306020078598
2455954.2901697396,1.000671644536255,0.999056055529485
2455954.2915470544,1.0006965069063503,0.9990801945412904
2455954.292924369,1.0007201862982193,0.9991031524533937
2455954.294301684,1.0007427968567815,0.9991250432286165
2455954.2956789993,1.0007644371098494,0.9991459652373866
2455954.297056314,1.000785192660135,0.9991660039463676
2455954.298433629,1.000805138272281,0.999185234000769
2455954.2998109437,1.000824339455341,0.9992037208052259
2455954.3011882585,1.0008428537878258,0.999221521846498
2455954.3346720547,0.9963152104982272,0.9955628092067781
2455954.3360493695,0.9987781196459914,0.9980231759250365
2455954.3374266843,0.9992671366892495,0.998511140523124
2455954.338803999,0.9994976136331186,0.9987407601297872
2455954.340181314,0.9996295539979262,0.9988719175259194
2455954.3415586287,0.999714750960373,0.998956366799883
2455954.3429359435,0.9997755755441234,0.9990164620852063
2455954.3443132583,0.9998227263062969,0.9990628938584184
2455954.345690573,0.9998616589021129,0.9991011136529224
2455954.347067888,0.9998952893228089,0.9991340352567604
2455954.3484452027,0.999925242666639,0.9991632825407021
2455954.3498225175,0.999952466791857,0.9991898026476078
2455954.3511998323,0.9999775453650854,0.9992141788041331
2455954.352577147,1.0000008611335103,0.9992367934694176
2455954.353954462,1.0000226823237608,0.999257914668578
2455954.3553317767,1.0000432089449662,0.9992777422607136
2455954.3567090915,1.0000625979973379,0.9992964331284089
2455954.3580864063,1.00008097752323,0.9993141152181674
2455954.359463721,1.0000984547249372,0.999330895652077
2455954.3608410363,1.0001151209056067,0.9993468656647676
2455954.362218351,1.000131054648351,0.9993621037810576
2455954.363595666,1.0001463240799986,0.9993766780766203
2455954.3649729807,1.0001609885094587,0.9993906478160457
2455954.3663502955,1.0001750997400256,0.9994040647639335
2455954.3677276103,1.0001887031375096,0.9994169742522245
2455954.4011998326,0.9965101030402536,0.9957246649876471
2455954.4025771474,0.9989690403088748,0.9981809815842495
2455954.403954462,0.9994542235634831,0.9986650991954602
2455954.405331777,0.9996810205795675,0.9988910340928284
2455954.4067090917,0.9998094154137064,0.9990186443276923
2455954.4080864065,0.9998911870607313,0.999099668108073
2455954.4094637213,0.9999535741668825,0.9991564487070229
2455954.410841036,1.0000450482744543,0.9991996686598683
2455954.412218351,1.0001509734030445,0.9992347733130663
2455954.4135956657,1.0002646613619885,0.9992646713675694
2455954.4149729805,1.0003826448040145,0.9992909823329807
2455954.4163502953,1.0005021760246602,0.9993146494982263
2455954.41772761,1.000620737920436,0.9993362526113697
2455954.419104925,1.0007358334544374,0.9993561709455855
2455954.4204822397,1.0008447988159144,0.999374669578323
2455954.4218595545,1.000944523414198,0.9993919456217473
2455954.4232368693,1.0010308454290426,0.9994081533849086
2455954.424614184,1.0010964614369888,0.9994234183933219
2455954.425991499,1.0011215594692127,0.9994378454840759
2455954.4273688137,1.0011359453293442,0.9994515237239464
2455954.4287461285,1.0011496577077401,0.9994645295969746
2455954.4301234437,1.0011627628387587,0.9994769292271367
2455954.4315007585,1.0011753182163659,0.9994887800132524
2455954.4328780733,1.0011873739210504,0.9995001319523076
2455954.434255388,1.0011989736645315,0.9995110286833504
